doid	name
DOID:0110440	Sensorineural deafness with dilated cardiomyopathy
DOID:0060601	Congenital alpha2-antiplasmin deficiency
DOID:0060168	Histidinemia
DOID:1577	Limited cutaneous systemic sclerosis
DOID:9274	Hyperlysinemia
DOID:0050734	Congenital intrinsic factor deficiency
DOID:0060650	Dicarboxylic aminoaciduria
DOID:0060439	Lysinuric protein intolerance
DOID:5394	Prolactinoma
DOID:3319	Lymphangioleiomyomatosis
DOID:0060537	Isolated succinate-CoQ reductase deficiency
DOID:0050713	Fatal infantile cytochrome C oxidase deficiency
DOID:0060551	Poikiloderma with neutropenia
DOID:2219	Glanzmann thrombasthenia
DOID:11105	Fundus albipunctatus
DOID:3369	Ewing sarcoma
DOID:3347	Osteosarcoma
DOID:3355	Fibrosarcoma
DOID:2738	Pseudoxanthoma elasticum
DOID:3948	Adrenocortical carcinoma
DOID:5940	Malignant peripheral nerve sheath tumor
DOID:5485	Synovial sarcoma
DOID:12387	Nephrogenic diabetes insipidus
DOID:8552	Chronic myeloid leukemia
DOID:0110730	CLN4A disease
DOID:0060169	Benign familial infantile epilepsy
DOID:0110177	Autosomal dominant Charcot-Marie-Tooth disease type 2N
DOID:2859	Hemoglobin C disease
DOID:5379	Hemoglobin E disease
DOID:2373	Hereditary elliptocytosis
DOID:0050429	Familial benign chronic pemphigus
DOID:0110828	Usher syndrome type 3
DOID:0050438	Frasier syndrome
DOID:0110827	Usher syndrome type 2
DOID:0060228	Familial cerebral saccular aneurysm
DOID:0110826	Usher syndrome type 1
DOID:3755	Hereditary thrombophilia due to congenital antithrombin deficiency
DOID:0060874	Isolated growth hormone deficiency type IB
DOID:0060872	Isolated growth hormone deficiency type II
DOID:14757	Ehlers-Danlos syndrome, hypermobility type
DOID:0060873	Isolated growth hormone deficiency type IA
DOID:0090017	Epidermolysis bullosa simplex with muscular dystrophy
DOID:0060474	Chuvash erythrocytosis
DOID:0090013	Severe combined immunodeficiency due to complete RAG1/2 deficiency
DOID:0060460	5p13 microduplication syndrome
DOID:0110739	Beta-propeller protein-associated neurodegeneration
DOID:0090055	Autosomal dominant focal dystonia, DYT25
DOID:0110170	Autosomal dominant Charcot-Marie-Tooth disease type 2Q
DOID:0060778	Congenital chronic diarrhea with protein-losing enteropathy
DOID:2229	Congenital factor XI deficiency
DOID:0090091	Leydig cell hypoplasia due to LHB deficiency
DOID:0050553	JMP syndrome
DOID:0060277	Pontocerebellar hypoplasia type 8
DOID:0060828	X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
DOID:0110793	Autosomal dominant spastic paraplegia type 41
DOID:0110795	Autosomal recessive spastic paraplegia type 43
DOID:0110787	Autosomal dominant spastic paraplegia type 36
DOID:0110806	Autosomal recessive spastic paraplegia type 54
DOID:0110807	Autosomal recessive spastic paraplegia type 55
DOID:0110798	Autosomal recessive spastic paraplegia type 46
DOID:0110801	Autosomal recessive spastic paraplegia type 49
DOID:0110796	Autosomal recessive spastic paraplegia type 44
DOID:0110797	Autosomal recessive spastic paraplegia type 45
DOID:0110808	Autosomal recessive spastic paraplegia type 56
DOID:0060491	Spastic paraplegia-optic atrophy-neuropathy syndrome
DOID:4465	Papillary renal cell carcinoma
DOID:0110805	Autosomal recessive spastic paraplegia type 53
DOID:0090042	Primary dystonia, DYT17 type
DOID:6179	Small cell carcinoma of the ovary
DOID:4232	Extraskeletal Ewing sarcoma
DOID:0060470	Salt-and-pepper syndrome
DOID:0060278	Pontocerebellar hypoplasia type 9
DOID:0110287	Autosomal recessive limb-girdle muscular dystrophy type 2S
DOID:0110198	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C
DOID:0050444	Infantile Refsum disease
DOID:0060331	TMEM70-related mitochondrial encephalo-cardio-myopathy
DOID:0110194	Charcot-Marie-Tooth disease type 4B3
DOID:0050984	Spinocerebellar ataxia type 37
DOID:0050814	Temtamy preaxial brachydactyly syndrome
DOID:0110294	Autosomal recessive limb-girdle muscular dystrophy type 2T
DOID:0110286	Autosomal recessive limb-girdle muscular dystrophy type 2R
DOID:4086	Non-seminomatous germ cell tumor of testis
DOID:0060196	Amyotrophic lateral sclerosis type 4
DOID:0110206	Autosomal dominant intermediate Charcot-Marie-Tooth disease type F
DOID:0110207	X-linked Charcot-Marie-Tooth disease type 6
DOID:0110001	MEGDEL syndrome
DOID:0110295	Autosomal recessive limb-girdle muscular dystrophy type 2U
DOID:0060259	Renal-hepatic-pancreatic dysplasia
DOID:0060225	3MC syndrome
DOID:0110738	Mitochondrial membrane protein-associated neurodegeneration
DOID:0060479	Shwachman-Diamond syndrome
DOID:5339	Cyclic neutropenia
DOID:0050723	Phosphoserine aminotransferase deficiency
DOID:0050949	Autosomal recessive hypophosphatemic rickets
DOID:0110632	Congenital muscular dystrophy due to phosphatidylcholine biosynthesis defect
DOID:0110175	Autosomal dominant Charcot-Marie-Tooth disease type 2O
DOID:0050999	Adult-onset autosomal recessive cerebellar ataxia
DOID:0110853	Rhizomelic chondrodysplasia punctata type 3
DOID:0110851	Rhizomelic chondrodysplasia punctata type 1
DOID:0110852	Rhizomelic chondrodysplasia punctata type 2
DOID:0050883	Infantile cerebellar-retinal degeneration
DOID:0050968	Autosomal dominant cerebellar ataxia, deafness and narcolepsy
DOID:0060780	Chronic diarrhea due to guanylate cyclase 2C overactivity
DOID:0060556	Kufor-Rakeb syndrome
DOID:0090046	Primary dystonia, DYT21 type
DOID:14118	Familial lipoprotein lipase deficiency
DOID:3302	Chordoma
DOID:0060609	Microcephalic osteodysplastic primordial dwarfism type II
DOID:713	Hairy cell leukemia variant
DOID:0110425	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation
DOID:0110800	Autosomal recessive spastic paraplegia type 48
DOID:0080170	Familial normophosphatemic tumoral calcinosis
DOID:0110169	Charcot-Marie-Tooth disease type 2P
DOID:0090064	PLCG2-associated antibody deficiency and immune dysregulation
DOID:648	Kuru
DOID:0110178	Autosomal dominant Charcot-Marie-Tooth disease type 2V
DOID:0050467	Erythrokeratodermia variabilis
DOID:12297	Vogt-Koyanagi-Harada disease
DOID:0050156	Idiopathic pulmonary fibrosis
DOID:0110813	Autosomal recessive spastic paraplegia type 62
DOID:0110812	Autosomal recessive spastic paraplegia type 61
DOID:0110814	Autosomal recessive spastic paraplegia type 63
DOID:0110815	Autosomal recessive spastic paraplegia type 64
DOID:0110817	Autosomal spastic paraplegia type 72
DOID:5015	Fibrolamellar hepatocellular carcinoma
DOID:0060409	1p31p32 microdeletion syndrome
DOID:0060728	Alacrimia-choreoathetosis-liver dysfunction syndrome
DOID:10041	Familial atypical multiple mole melanoma syndrome
DOID:1062	Nephropathic infantile cystinosis
DOID:0060279	Pontocerebellar hypoplasia type 10
DOID:0110187	SURF1-related Charcot-Marie-Tooth disease type 4
DOID:0110161	Charcot-Marie-Tooth disease type 2R
DOID:0110740	COASY protein-associated neurodegeneration
DOID:0110173	Autosomal dominant Charcot-Marie-Tooth disease type 2U
DOID:0060339	Chronic atrial and intestinal dysrhythmia syndrome
DOID:0110203	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D
DOID:0060791	RARS-related autosomal recessive hypomyelinating leukodystrophy
DOID:0110171	Charcot-Marie-Tooth disease type 2S
DOID:0050524	MODY
DOID:0060463	NUT midline carcinoma
DOID:0050451	Brugada syndrome
DOID:0110160	Charcot-Marie-Tooth disease type 2T
DOID:0110818	Autosomal dominant spastic paraplegia type 73
DOID:0060365	Mandibulofacial dysostosis with alopecia
DOID:0110003	3-methylglutaconic aciduria type 7
DOID:0110824	Autosomal dominant complex spastic paraplegia type 9A
DOID:0110825	Autosomal recessive complex spastic paraplegia type 9B
DOID:0090052	Cranio-cervical dystonia with laryngeal and upper-limb involvement
DOID:0060888	Transient myeloproliferative syndrome
DOID:0050985	Spinocerebellar ataxia type 38
DOID:0050986	Spinocerebellar ataxia type 40
DOID:0110289	Autosomal recessive limb-girdle muscular dystrophy type 2Y
DOID:0110809	Autosomal recessive spastic paraplegia type 57
DOID:0110168	Autosomal dominant Charcot-Marie-Tooth disease type 2 due to VCP mutation
DOID:0080155	Very long chain acyl-CoA dehydrogenase deficiency
DOID:0050725	Tyrosinemia type 2
DOID:9538	Multiple myeloma
DOID:13608	Biliary atresia
DOID:4367	Apparent mineralocorticoid excess
DOID:0050873	Follicular lymphoma
DOID:4971	Primary myelofibrosis
DOID:8997	Polycythemia vera
DOID:0050760	X-linked myopathy with excessive autophagy
DOID:0080154	Short chain acyl-CoA dehydrogenase deficiency
DOID:0110300	Autosomal dominant limb-girdle muscular dystrophy type 1A
DOID:0110301	Autosomal dominant limb-girdle muscular dystrophy type 1B
DOID:0110277	Autosomal recessive limb-girdle muscular dystrophy type 2C
DOID:0110280	Autosomal recessive limb-girdle muscular dystrophy type 2F
DOID:0110279	Autosomal recessive limb-girdle muscular dystrophy type 2E
DOID:0050560	Walker-Warburg syndrome
DOID:0110302	Autosomal dominant limb-girdle muscular dystrophy type 1C
DOID:0110276	Autosomal recessive limb-girdle muscular dystrophy type 2B
DOID:13777	Epidermodysplasia verruciformis
DOID:0060318	Acute promyelocytic leukemia
DOID:0090070	Normosmic congenital hypogonadotropic hypogonadism
DOID:8506	Bullous pemphigoid
DOID:14498	Lipoid proteinosis
DOID:1540	Parathyroid carcinoma
DOID:0050650	Familial atrial fibrillation
DOID:0050472	Monilethrix
DOID:0060257	Dyschromatosis symmetrica hereditaria
DOID:0060472	Kindler syndrome
DOID:5453	Pulmonary venoocclusive disease
DOID:1388	Tangier disease
DOID:0060880	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement
DOID:3507	Dermatofibrosarcoma protuberans
DOID:0060883	Primary hypomagnesemia with secondary hypocalcemia
DOID:0090024	Split hand-split foot-deafness syndrome
DOID:0050641	Rh deficiency syndrome
DOID:5409	Small cell lung cancer
DOID:12716	Infant acute respiratory distress syndrome
DOID:1171	Hyperlipoproteinemia type 5
DOID:0050682	Athabaskan brainstem dysgenesis syndrome
DOID:0050727	Tyrosinemia type 3
DOID:0110002	3-methylglutaconic aciduria type 1
DOID:0110004	3-methylglutaconic aciduria type 3
DOID:0060869	Late-onset retinal degeneration
DOID:5520	Squamous cell carcinoma of head and neck
DOID:1040	B-cell chronic lymphocytic leukemia
DOID:0110000	Dilated cardiomyopathy with ataxia
DOID:0060337	CEDNIK syndrome
DOID:0060481	Goldberg-Shprintzen megacolon syndrome
DOID:0060173	Timothy syndrome
DOID:0050659	Biotin-responsive basal ganglia disease
DOID:0060234	Carpenter syndrome
DOID:0050540	Dejerine-Sottas syndrome
DOID:1825	Childhood absence epilepsy
DOID:5425	Ovarian hyperstimulation syndrome
DOID:0050604	Acrocapitofemoral dysplasia
DOID:0060285	Enlarged parietal foramina
DOID:12117	Pulmonary alveolar microlithiasis
DOID:0050466	Loeys-Dietz syndrome
DOID:285	Hairy cell leukemia
DOID:0110304	Autosomal dominant limb-girdle muscular dystrophy type 1F
DOID:0110306	Autosomal dominant limb-girdle muscular dystrophy type 1G
DOID:3840	Craniopharyngioma
DOID:3371	Chondrosarcoma
DOID:14695	Galactokinase deficiency
DOID:0050606	Acrokeratosis verruciformis of Hopf
DOID:0060256	Dowling-Degos disease
DOID:0060638	Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome
DOID:0050335	Bradyopsia
DOID:0060745	Familial drusen
DOID:9822	Central areolar choroidal dystrophy
DOID:0050802	Ehlers-Danlos syndrome, progeroid type
DOID:0060063	X-linked sideroblastic anemia
DOID:0050558	Congenital muscular dystrophy, Ullrich type
DOID:14502	Cholesteryl ester storage disease
DOID:14497	Wolman disease
DOID:0090056	Rapid-onset dystonia-parkinsonism
DOID:0060010	Omenn syndrome
DOID:6039	Uveal melanoma
DOID:0050989	Episodic ataxia type 1
DOID:0050434	Cardiodysrhythmic potassium-sensitive periodic paralysis
DOID:0090034	Myoclonus-dystonia syndrome
DOID:0050664	Bietti crystalline dystrophy
DOID:0050712	L-Arginine:glycine amidinotransferase deficiency
DOID:230	Primary lateral sclerosis
DOID:10629	Nanophthalmia
DOID:0060292	X-linked dominant chondrodysplasia punctata
DOID:0060170	Generalized epilepsy with febrile seizures-plus
DOID:0050426	Stevens-Johnson syndrome
DOID:0060692	P2Y12 defect
DOID:0060171	Dravet syndrome
DOID:0060020	Reticular dysgenesis
DOID:2960	Trichothiodystrophy
DOID:0110639	Congenital muscular dystrophy with integrin alpha-7 deficiency
DOID:0110281	Autosomal recessive limb-girdle muscular dystrophy type 2G
DOID:0110299	Autosomal recessive limb-girdle muscular dystrophy type 2I
DOID:0110305	Autosomal dominant limb-girdle muscular dystrophy type 1E
DOID:0050437	Glycogen storage disease due to LAMP-2 deficiency
DOID:0060009	Immunodeficiency by defective expression of HLA class 1
DOID:0060885	Autosomal dominant primary hypomagnesemia with hypocalciuria
DOID:0090018	Tumor necrosis factor receptor 1 associated periodic syndrome
DOID:0050908	Myelodysplastic syndrome
DOID:0060232	Branchio-otic syndrome
DOID:0050800	X-linked creatine transporter deficiency
DOID:0050881	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia
DOID:0050746	Mantle cell lymphoma
DOID:0050909	MALT lymphoma
DOID:0060816	Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome
DOID:0050757	Mohr-Tranebjaerg syndrome
DOID:0060703	Muenke syndrome
DOID:0050692	Brody myopathy
DOID:0050876	Caroli disease
DOID:0090088	Isolated follicle stimulating hormone deficiency
DOID:0060296	Congenital chloride diarrhea
DOID:0090044	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity
DOID:0090059	Goldmann-Favre syndrome
DOID:0090057	X-linked dystonia-parkinsonism
DOID:0060480	Left ventricular noncompaction
DOID:0050711	Aceruloplasminemia
DOID:13911	Achromatopsia
DOID:0060387	Blomstrand lethal chondrodysplasia
DOID:0050644	Generalized arterial calcification of infancy
DOID:0060640	Ethylmalonic encephalopathy
DOID:0060591	WHIM syndrome
DOID:0090002	Tietz syndrome
DOID:9253	Gastrointestinal stromal tumor
DOID:0080143	Congenital fibrosis of extraocular muscles
DOID:0060563	Char syndrome
DOID:0090061	Familial cold urticaria
DOID:13025	Retinopathy of prematurity
DOID:5378	Hemoglobin D disease
DOID:0060652	Primary familial polycythemia
DOID:0050445	X-linked hypophosphatemia
DOID:0050948	Autosomal dominant hypophosphatemic rickets
DOID:0050678	Blau syndrome
DOID:0110847	Xeroderma pigmentosum variant
DOID:14775	Brittle cornea syndrome
DOID:14720	Ehlers-Danlos syndrome type 1
DOID:0060386	Chilblain lupus
DOID:0080068	Hereditary motor and sensory neuropathy type 6
DOID:0060605	Familial ocular anterior segment mesenchymal dysgenesis
DOID:0060308	Autosomal recessive non-syndromic intellectual disability
DOID:0060862	Mal de Meleda
DOID:0110032	Autosomal dominant Alport syndrome
DOID:0110033	Autosomal recessive Alport syndrome
DOID:0110034	X-linked Alport syndrome
DOID:0050879	Fragile X-associated tremor/ataxia syndrome
DOID:0050812	Spondyloepimetaphyseal dysplasia, PAPSS2 type
DOID:0060776	Intestinal epithelial dysplasia
DOID:0110205	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E
DOID:0050640	Anauxetic dysplasia
DOID:0080030	Spondyloepimetaphyseal dysplasia, Missouri type
DOID:0080056	Achondrogenesis type 2
DOID:0080044	Hypochondrogenesis
DOID:0080054	Achondrogenesis type 1A
DOID:0110153	Charcot-Marie-Tooth disease type 1E
DOID:9410	Panhypopituitarism
DOID:0050566	X-linked non-syndromic sensorineural deafness type DFN
DOID:0050564	Autosomal dominant non-syndromic sensorineural deafness type DFNA
DOID:0050565	Autosomal recessive non-syndromic sensorineural deafness type DFNB
DOID:0060261	Congenital ptosis
DOID:0060282	Persistent hyperplastic primary vitreous
DOID:5374	Pilomatrixoma
DOID:0060720	Ichthyosis-hypotrichosis syndrome
DOID:4438	Germinoma of the central nervous system
DOID:0060735	Epidermolysis bullosa simplex, Dowling-Meara type
DOID:0060736	Epidermolysis bullosa simplex, Ogna type
DOID:0060733	Junctional epidermolysis bullosa-pyloric atresia syndrome
DOID:0060737	Junctional epidermolysis bullosa, Herlitz type
DOID:0060642	Severe generalized recessive dystrophic epidermolysis bullosa
DOID:0050580	Milroy disease
DOID:3666	Cutaneous mastocytoma
DOID:4183	Pseudopseudohypoparathyroidism
DOID:0080053	Pseudohypoparathyroidism type 1A
DOID:0060834	Griscelli disease type 3
DOID:0060833	Griscelli disease type 2
DOID:0060832	Griscelli disease type 1
DOID:4346	Porphyria variegata
DOID:856	Biotinidase deficiency
DOID:859	Holocarboxylase synthetase deficiency
DOID:1391	Familial LCAT deficiency
DOID:13269	Hereditary coproporphyria
DOID:3890	Acute intermittent porphyria
DOID:0050571	ALG2-CDG
DOID:0050574	L-2-hydroxyglutaric aciduria
DOID:0050575	D-2-hydroxyglutaric aciduria
DOID:0060742	Vitamin B12-responsive methylmalonic acidemia type cblA
DOID:0060743	Vitamin B12-responsive methylmalonic acidemia type cblB
DOID:12559	Idiopathic juvenile osteoporosis
DOID:0060825	Christianson syndrome
DOID:0060809	Syndromic X-linked intellectual disability due to JARID1C mutation
DOID:0060812	X-linked intellectual disability, Siderius type
DOID:0060810	HSD10 disease, atypical type
DOID:0060811	X-linked intellectual disability, Turner type
DOID:0050637	AGel amyloidosis
DOID:0110297	Autosomal recessive limb-girdle muscular dystrophy type 2K
DOID:0060689	Atrichia with papular lesions
DOID:0090016	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality
DOID:0050458	Juvenile myelomonocytic leukemia
DOID:13137	Proximal spinal muscular atrophy type 1
DOID:8986	Narcolepsy without cataplexy
DOID:11367	Congenital primary aphakia
DOID:6906	Glomuvenous malformation
DOID:0060779	Congenital malabsorptive diarrhea due to paucity of enteroendocrine cells
DOID:0060793	Hypomyelination-congenital cataract syndrome
DOID:0050683	Bothnia retinal dystrophy
DOID:0050831	Familial encephalopathy with neuroserpin inclusion bodies
DOID:0050885	IMAGe syndrome
DOID:0060272	Pontocerebellar hypoplasia type 3
DOID:3892	Insulinoma
DOID:0060255	Rippling muscle disease
DOID:0080090	Reducing body myopathy
DOID:0050694	Riboflavin transporter deficiency
DOID:0060403	17q11 microdeletion syndrome
DOID:5230	Hepatoerythropoietic porphyria
DOID:0060694	Cerebellar ataxia, Cayman type
DOID:0050958	Spinocerebellar ataxia type 7
DOID:14789	Spondyloepiphyseal dysplasia congenita
DOID:14744	Partington syndrome
DOID:0060222	Scheie syndrome
DOID:0060700	Familial hypocalciuric hypercalcemia type 1
DOID:0080174	Bladder exstrophy
DOID:0060806	X-linked intellectual disability, Hedera type
DOID:0110031	Hemoglobin H disease
DOID:0110144	Classic Bartter syndrome
DOID:0090038	Primary dystonia, DYT2 type
DOID:4051	Alveolar rhabdomyosarcoma
DOID:2538	Landau-Kleffner syndrome
DOID:0090045	Paroxysmal exertion-induced dyskinesia
DOID:0090049	Paroxysmal non-kinesigenic dyskinesia
DOID:0090053	Paroxysmal kinesigenic dyskinesia
DOID:0090043	Autosomal dominant dopa-responsive dystonia
DOID:0090037	Primary dystonia, DYT13 type
