long_drug,cas_no,db_name,dbid,ind,doid,ind_type,long_ind
Bivalirudin,128270-60-0,Hirulog,DB02351,thrombocytopenia,doid:1588,repositioned,For use as an anticoagulant in patients with or at risk of heparin-induced thrombocytopenia/heparin-induced thrombocytopenia thrombosis syndrome
Bleomycin sulfate,11056-06-7,Bleomycin,DB00290,squamous cell carcinoma,doid:1749,original,"Bleomycin has been shown to be useful in the management of the following neoplasms either as a single agent or in proven combinations with other approved chemotherapeutic agents: Squamous cell carcinoma from head and neck; Lymphomas (Hodgkin's and non-Hodgkin's); Testicular Carcinoma (embryonal cell, choriocarcinoma and teratocarcinoma)."
Bleomycin sulfate,11056-06-7,Bleomycin,DB00290,lymphoma,doid:0060058,original,"Bleomycin has been shown to be useful in the management of the following neoplasms either as a single agent or in proven combinations with other approved chemotherapeutic agents: Squamous cell carcinoma from head and neck; Lymphomas (Hodgkin's and non-Hodgkin's); Testicular Carcinoma (embryonal cell, choriocarcinoma and teratocarcinoma)."
Bleomycin sulfate,11056-06-7,Bleomycin,DB00290,testicular cancer,doid:2998,original,"Bleomycin has been shown to be useful in the management of the following neoplasms either as a single agent or in proven combinations with other approved chemotherapeutic agents: Squamous cell carcinoma from head and neck; Lymphomas (Hodgkin's and non-Hodgkin's); Testicular Carcinoma (embryonal cell, choriocarcinoma and teratocarcinoma)."
Bleomycin sulfate,11056-06-7,Bleomycin,DB00290,Malignant pleural effusion,,original,Treatment of malignant pleural effusion.
Bleomycin sulfate,11056-06-7,Bleomycin,DB00290,pancreatic cancer,doid:1793,repositioned,Treatment of pancreatic cancer.
Bosentan,147536-97-8,Bosentan,DB00559,pulmonary hypertension,doid:6432,original,"Treatment of pulmonary arterial hypertension (WHO Group I) in patients with WHO Class II - IV symptoms, to improve exercise ability and decrease the rate of clinical worsening "
Bosentan,147536-97-8,Bosentan,DB00559,idiopathic pulmonary fibrosis,doid:0050156,repositioned,Treatment of idiopathic pulmonary fibrosis
Botulinum toxin type A,93384-43-1,Botulinum Toxin Type A,DB00083,Upper limb spasticity,,original,1. Upper limb spasticity in adult patients. 2. Severe axillary hyperhidrosis that is inadequately managed by topical agents in adult patients.
Botulinum toxin type A,93384-43-1,Botulinum Toxin Type A,DB00083,blepharospasm,doid:529,original,Treatment of blepharospasm associated with dystonia in adults (patients 12 years of age and above).
Botulinum toxin type A,93384-43-1,Botulinum Toxin Type A,DB00083,cervical dystonia,doid:0050840,original,Treatment of cervical dystonia in adults to decrease the severity of abnormal head position and neck pain associated with cervical dystonia.
Botulinum toxin type A,93384-43-1,Botulinum Toxin Type A,DB00083,strabismus,doid:540,original,Treatment of strabismus associated with dystonia in adults (patients 12 years of age and above).
Botulinum toxin type A,93384-43-1,Botulinum Toxin Type A,DB00083,spastic cerebral palsy,doid:0050669,repositioned,Treatment of dynamic muscle contracture in pediatric cerebral palsy patients.
Botulinum toxin type A,93384-43-1,Botulinum Toxin Type A,DB00083,jaw-winking syndrome,doid:560,repositioned,Treatment of synkinetic closure of the eyelid associated with VII cranial nerve aberrant regeneration.
Brimonidine,59803-98-4,Brimonidine,DB00484,ocular hypertension,doid:9282,original,Indicated for the lowering of intraocular pressure in patients with open-angle glaucoma or ocular hypertension.
Brimonidine,59803-98-4,Brimonidine,DB00484,open-angle glaucoma,doid:1067,original,Indicated for the lowering of intraocular pressure in patients with open-angle glaucoma or ocular hypertension.
Brimonidine,59803-98-4,Brimonidine,DB00484,neuropathy,doid:870,repositioned,Treatment of anterior ischemic optic neuropathy.
Bupivacaine,2180-92-9,Bupivacaine,DB00297,**Analgesic**,,original,"Indicated for the production of local or regional anesthesia or analgesia for surgery, dental and oral surgery procedures, diagnostic and therapeutic procedures, and for obstetrical procedures."
Bupivacaine,2180-92-9,Bupivacaine,DB00297,postherpetic neuralgia,,repositioned,Relief of persistent pain asociated with postherpetic neuralgia
Busulfan,55-98-1,Busulfan,DB01008,chronic myeloid leukemia,doid:8552,original,Busulfan injection is indicated for use in combination with cyclophosphamide as a conditioning regimen prior to allogeneic hematopoietic progenitor cell transplantation for chronic myelogenous leukemia.  
Busulfan,55-98-1,Busulfan,DB01008,neoplastic meningitis,,repositioned,Intrathecal therapy for neoplastic meningitis
Busulfan,55-98-1,Busulfan,DB01008,brain cancer,doid:1319,repositioned,Treatment of primary brain malignancies.
Calcium carbonate,471-34-1 ,Calcium carbonate,DB06724,gastroesophageal reflux disease,doid:8534,original,Antacid
Calcium carbonate,471-34-1 ,Calcium carbonate,DB06724,hyperphosphatemia,doid:0050459,repositioned,Treatment of hyperphosphatemia in patients with end stage renal disease.
Calfactant,183325-78-2,Calfactant,DB06415,newborn respiratory distress syndrome,doid:12716,original,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.
Calfactant,183325-78-2,Calfactant,DB06415,adult respiratory distress syndrome,doid:11394,repositioned,Acute respiratory distress syndrome
Canakinumab,914613-48-2,Canakinumab,DB06168,Familial Cold Autoinflammatory Syndrome,,original,"Treatment of cryopyrin-associated periodic syndromes, in adults and children 4 years of age and older including: Familial Cold Autoinflammatory Syndrome and Muckle-Wells Syndrome."
Canakinumab,914613-48-2,Canakinumab,DB06168,Muckle-Wells syndrome,doid:0050854,original,"Treatment of cryopyrin-associated periodic syndromes, in adults and children 4 years of age and older including: Familial Cold Autoinflammatory Syndrome and Muckle-Wells Syndrome."
Canakinumab,914613-48-2,Canakinumab,DB06168,juvenile rheumatoid arthritis,doid:676,repositioned,Treatment of systemic onset juvenile idiopathic arthritis
Capsaicin,404-86-4,Capsaicin,DB06774,postherpetic neuralgia,,original,Management of neuropathic pain associated with postherpetic neuralgia
Capsaicin,404-86-4,Capsaicin,DB06774,erythromelalgia,doid:9240,repositioned,Treatment of erythromelalgia
Capsaicin,404-86-4,Capsaicin,DB06774,intermetatarsal neuroma,,repositioned,Treatment of intermetatarsal neuroma (Morton's Neuroma) that does not respond to conservative treatment and requires either neurectomy or neurolysis
Capsaicin,404-86-4,Capsaicin,DB06774,neuropathy,doid:870,repositioned,Treatment of painful HIV-associated neuropathy
Ceftriaxone sodium,73384-59-5,Ceftriaxone,DB01212,bacterial infectious disease,doid:104,original,Treatment of infections when caused by susceptible organisms. See details at: http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?id=17632#nlm34067-9
Ceftriaxone sodium,73384-59-5,Ceftriaxone,DB01212,amyotrophic lateral sclerosis,doid:332,repositioned,Treatment of amyotrophic lateral sclerosis
Celecoxib,169590-42-5,Celecoxib,DB00482,osteoarthritis,doid:8398,original,Osteoarthritis and adult rheumatoid arthritis 
Celecoxib,169590-42-5,Celecoxib,DB00482,rheumatoid arthritis,doid:7148,original,Osteoarthritis and adult rheumatoid arthritis 
Celecoxib,169590-42-5,Celecoxib,DB00482,familial adenomatous polyposis,doid:0050424,repositioned,Familial adenomatous polyposis
Celecoxib,169590-42-5,Celecoxib,DB00482,breast cancer,doid:1612,repositioned,breast cancer
Celecoxib,169590-42-5,Celecoxib,DB00482,colon cancer,doid:219,repositioned,colon cancer
Cetuximab,205923-56-4,Cetuximab,DB00002,colorectal cancer,doid:9256,original,"As a single agent, EGFR-expressing metastatic colorectal cancer after failure of both irinotecan- and oxaliplatin-based regimens or in patients who are intolerant to irinotecan-based regimens.; _In combination with irinotecan, EGFR-expressing metastatic colorectal carcinoma in patients who are refractory to irinotecan-based chemotherapy."
Cetuximab,205923-56-4,Cetuximab,DB00002,squamous cell carcinoma,doid:1749,original,Locally or regionally advanced squamous cell carcinoma of the head and neck in combination with radiation therapy;_ Recurrent or metastatic squamous cell carcinoma of the head and neck progressing after platinum-based therapy.
Cetuximab,205923-56-4,Cetuximab,DB00002,pancreatic cancer,doid:1793,repositioned,Treatment of pancreatic cancer
Chlorhexidine gluconate mouthrinse,55-56-1,Chlorhexidine,DB00878,gingivitis,doid:3087,original,"For use between dental visits as part of a professional program for the treatment of gingivitis as characterized by redness and swelling of the gingivae, including gingival bleeding upon probing."
Chlorhexidine gluconate mouthrinse,55-56-1,Chlorhexidine,DB00878,Oral mucositis,,repositioned,For use in the amelioration of oral mucositis associated with cytoreductive therapy used in conditioning patients for bone marrow transplantation therapy.
Chlorpromazine,50-53-3,Chlorpromazine,DB00477,**Anti-emetic**,,original,Anti-emetic/antihistamine
Chlorpromazine,50-53-3,Chlorpromazine,DB00477,**Tranquilizer**,,repositioned,Non-sedating tranquillizer
Ciprofloxacin pulmosphere©,85712-33-1,Ciprofloxacin,DB00537,bronchiectasis,doid:9563,repositioned,Management of bronchiectasis
Ciprofloxacin pulmosphere©,85712-33-1,Ciprofloxacin,DB00537,primary bacterial infectious disease,doid:0050338,repositioned,Management of pulmonary infection due to Pseudomonas aeruginosa in cystic fibrosis patients
Cladribine,4291-63-8,Cladribine,DB00242,hairy cell leukemia,doid:285,original,Treatment of hairy cell leukemia.
Cladribine,4291-63-8,Cladribine,DB00242,acute myeloid leukemia,doid:9119,repositioned,Treatment of acute myeloid leukemia.
Cladribine,4291-63-8,Cladribine,DB00242,chronic lymphocytic leukemia,doid:1040,repositioned,Treatment of chronic lymphocytic leukemia.
Cladribine,4291-63-8,Cladribine,DB00242,non-Hodgkin lymphoma,doid:0060060,repositioned,Treatment of non-Hodgkin's lymphoma.
Clindamycin,18323-44-9,Clindamycin,DB01190,bacterial infectious disease,doid:104,original,"Treatment of serious infections caused by susceptible anaerobic bacteria, as well as streptococci, pneumococci and staphlococci. See details at: http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?id=15339#nlm34067-9"
Clindamycin,18323-44-9,Clindamycin,DB01190,pneumocystosis,doid:11339,repositioned,Prevention of Pneumocystis carinii pneumonia in AIDS patients.
Clindamycin,18323-44-9,Clindamycin,DB01190,sarcoidosis,doid:11335,repositioned,Treatment of sarcoidosis
Clofarabine,123318-82-1,Clofarabine,DB00631,lymphoblastic leukemia,doid:1037,original,Treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphoblastic leukemia after at least two prior regimens.
Clofarabine,123318-82-1,Clofarabine,DB00631,acute myeloid leukemia,doid:9119,repositioned,Treatment of acute myelogenous leukemia
Clonazepam,1622-61-3,Clonazepam,DB01068,Lennox-Gastaut syndrome,doid:0050561,original,"1. Seizure Disorders: Useful alone or as an adjunct in the treatment of the Lennox-Gastaut syndrome (petit mal variant), akinetic and myoclonic seizures. It may be useful in patients with absence seizures (petit mal) who have failed to respond to succinimides. 2. Panic Disorder: Treatment of panic disorder, with or without agoraphobia, as defined in DSM-IV. "
Clonazepam,1622-61-3,Clonazepam,DB01068,panic disorder,doid:594,original,"1. Seizure Disorders: Useful alone or as an adjunct in the treatment of the Lennox-Gastaut syndrome (petit mal variant), akinetic and myoclonic seizures. It may be useful in patients with absence seizures (petit mal) who have failed to respond to succinimides. 2. Panic Disorder: Treatment of panic disorder, with or without agoraphobia, as defined in DSM-IV. "
Clonazepam,1622-61-3,Clonazepam,DB01068,hyperekplexia,doid:0060695,repositioned,Treatment of hyperekplexia (startle disease).
Clonazepam Intranasal Spray,1622-61-3,Clonazepam,DB01068,epilepsy,doid:1826,repositioned,Treatment of recurrent acute repetitive seizures
Clotrimazole,23593-75-1,Clotrimazole,DB00257,oral candidiasis,doid:14262,original,Clotrimazole Troches (clotrimazole lozenges) are indicated for the local treatment of oropharyngeal candidiasis
