orphanet_code	orphanet_term
Orphanet:10	48,XXYY syndrome
Orphanet:2099	Grix-Blankenship-Peterson syndrome
Orphanet:2432	Macrosomia-microphthalmia-cleft palate syndrome
Orphanet:2062	Progressive non-infectious anterior vertebral fusion
Orphanet:1228	Banki syndrome
Orphanet:2631	Mesomelic dwarfism-cleft palate-camptodactyly syndrome
Orphanet:99014	X-linked Charcot-Marie-Tooth disease type 5
Orphanet:794	Saethre-Chotzen syndrome
Orphanet:1229	Congenital intrauterine infection-like syndrome
Orphanet:921	Abruzzo-Erickson syndrome
Orphanet:100008	ACys amyloidosis
Orphanet:98375	Autoimmune hemolytic anemia
Orphanet:340	Hemorrhagic fever-renal syndrome
Orphanet:88635	Myopathy due to calsequestrin and SERCA1 protein overload
Orphanet:2481	Neurocutaneous melanocytosis
Orphanet:2053	Freeman-Sheldon syndrome
Orphanet:63455	Paraneoplastic pemphigus
Orphanet:85193	Idiopathic juvenile osteoporosis
Orphanet:603	Distal myopathy, Welander type
Orphanet:1665	Sporadic fetal brain disruption sequence
Orphanet:2840	Pelvic dysplasia-arthrogryposis of lower limbs syndrome
Orphanet:1092	Renal-genital-middle ear anomalies
Orphanet:1642	Distal monosomy 9p
Orphanet:2604	Familial visceral myopathy
Orphanet:90307	Parkes Weber syndrome
Orphanet:93389	Brachydactyly type A5
Orphanet:276575	Autosomal dominant hyperinsulinism due to SUR1 deficiency
Orphanet:1516	Craniofacial dyssynostosis
Orphanet:199318	15q13.3 microdeletion syndrome
Orphanet:1253	Ascher syndrome
Orphanet:2891	Pili torti-developmental delay-neurological abnormalities syndrome
Orphanet:1790	Hypomandibular faciocranial dysostosis
Orphanet:35612	Nanophthalmia
Orphanet:93315	Spondylometaphyseal dysplasia, 'corner fracture' type
Orphanet:586	Cystic fibrosis
Orphanet:88643	Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome
Orphanet:75389	Brain malformation-congenital heart disease-postaxial polydactyly syndrome
Orphanet:93396	Brachydactyly type A2
Orphanet:99889	Cushing syndrome due to ectopic ACTH secretion
Orphanet:1507	Autosomal recessive Robinow syndrome
Orphanet:2866	Short stature-deafness-neutrophil dysfunction-dysmorphism syndrome
Orphanet:313855	FGFR2-related bent bone dysplasia
Orphanet:3366	Isolated trigonocephaly
Orphanet:157	Carnitine palmitoyltransferase II deficiency
Orphanet:222	Erosive pustular dermatosis of the scalp
Orphanet:293967	Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome
Orphanet:475	Joubert syndrome
Orphanet:85297	X-linked spinocerebellar ataxia type 3
Orphanet:3207	White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome
Orphanet:765	Pyruvate dehydrogenase deficiency
Orphanet:1486	Lethal congenital contracture syndrome type 1
Orphanet:3331	Bowed tibiae-radial anomalies-osteopenia-fractures syndrome
Orphanet:857	Townes-Brocks syndrome
Orphanet:775	X-linked intellectual disability, Martinez type
Orphanet:251510	46,XY partial gonadal dysgenesis
Orphanet:2135	Hennekam-Beemer syndrome
Orphanet:3465	Worster-Drought syndrome
Orphanet:1680	Spastic diplegia, infantile type
Orphanet:329249	Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
Orphanet:2808	Laryngeal abductor paralysis
Orphanet:261243	16p13.11 microduplication syndrome
Orphanet:897	Waardenburg-Shah syndrome
Orphanet:624	Familial multiple nevi flammei
Orphanet:85335	Fried syndrome
Orphanet:75497	X-linked Ehlers-Danlos syndrome
Orphanet:293168	Infantile-onset ascending hereditary spastic paralysis
Orphanet:85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome
Orphanet:96264	49,XXXXY syndrome
Orphanet:3099	Rheumatic fever
Orphanet:254	Spondylometaphyseal dysplasia
Orphanet:2833	Stiff skin syndrome
Orphanet:3332	Hypoplastic tibiae-postaxial polydactyly syndrome
Orphanet:2022	Endomyocardial fibroelastosis
Orphanet:2311	Autosomal recessive spondylocostal dysostosis
Orphanet:1909	Indomethacin embryofetopathy
Orphanet:314652	Variant ABeta2M amyloidosis
Orphanet:1842	Bone dysplasia, lethal Holmgren type
Orphanet:89841	Centripetalis recessive dystrophic epidermolysis bullosa
Orphanet:183660	Severe combined immunodeficiency
Orphanet:720	Pili bifurcati
Orphanet:317	Erythrokeratodermia variabilis
Orphanet:99	Autosomal dominant cerebellar ataxia
Orphanet:677	Pancreatoblastoma
Orphanet:3038	Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome
Orphanet:95716	Familial thyroid dyshormonogenesis
Orphanet:1973	Faciocardiorenal syndrome
Orphanet:281090	Syndromic X-linked ichthyosis
Orphanet:183707	Neutrophil immunodeficiency syndrome
Orphanet:90790	Congenital lipoid adrenal hyperplasia due to STAR deficency
Orphanet:627	Nance-Horan syndrome
Orphanet:140941	Short stature due to primary acid-labile subunit deficiency
Orphanet:251038	3q29 microduplication
Orphanet:141	Canavan disease
Orphanet:51	Aicardi-Goutières syndrome
Orphanet:1937	Eng-Strom syndrome
Orphanet:3377	Trismus-pseudocamptodactyly syndrome
Orphanet:79084	Familial partial lipodystrophy, Köbberling type
Orphanet:2286	Solitary median maxillary central incisor syndrome
Orphanet:261250	16q24.3 microdeletion syndrome
Orphanet:2083	Prominent glabella-microcephaly-hypogenitalism syndrome
Orphanet:525	Lichen planopilaris
Orphanet:998	Albinism-deafness syndrome
Orphanet:1968	Flat face-microstomia-ear anomaly syndrome
Orphanet:757	Pseudohypoaldosteronism type 2
Orphanet:50817	Duane anomaly-myopathy-scoliosis syndrome
Orphanet:3398	Thymic epithelial neoplasm
Orphanet:99429	Complete androgen insensitivity syndrome
Orphanet:252164	Benign schwannoma
Orphanet:576	Mucolipidosis type II
Orphanet:93283	Spondyloepiphyseal dysplasia, Kimberley type
Orphanet:284180	Xp22.13p22.2 duplication syndrome
Orphanet:79113	Mandibulofacial dysostosis-microcephaly syndrome
Orphanet:2258	Congenital unilateral pulmonary hypoplasia
Orphanet:99745	Typhoid
Orphanet:1942	Myoclonic-astastic epilepsy
Orphanet:733	Familial adenomatous polyposis
Orphanet:46532	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome
Orphanet:2615	Nakajo-Nishimura syndrome
Orphanet:79323	MPDU1-CDG
Orphanet:1455	Autosomal dominant coarctation of aorta
Orphanet:79322	DPM1-CDG
Orphanet:89843	Dystrophic epidermolysis bullosa pruriginosa
Orphanet:231154	Combined immunodeficiency T+ B+ due to partial RAG1 deficiency
Orphanet:2115	Harrod syndrome
Orphanet:178475	Wound botulism
Orphanet:314802	Short stature due to partial GHR deficiency
Orphanet:90318	Ehlers-Danlos syndrome type 2
Orphanet:3253	Zlotogora-Ogur syndrome
Orphanet:99886	Transient neonatal diabetes mellitus
Orphanet:90035	Paroxysmal cold hemoglobinuria
Orphanet:95429	Angioma serpiginosum
Orphanet:703	Bullous pemphigoid
Orphanet:1467	Cogan syndrome
Orphanet:1203	Duodenal atresia
Orphanet:158668	Epidermolysis bullosa simplex due to plakophilin deficiency
Orphanet:595	Centronuclear myopathy
Orphanet:2720	Oculocerebral hypopigmentation syndrome, Preus type
Orphanet:681	Hypokalemic periodic paralysis
Orphanet:93316	Spondylometaphyseal dysplasia, Schmidt type
Orphanet:2956	Prata-Liberal-Goncalves syndrome
Orphanet:275543	L1 syndrome
Orphanet:89936	X-linked hypophosphatemia
Orphanet:99893	ACTH-independent Cushing syndrome
Orphanet:75378	Oligocone trichromacy
Orphanet:2124	Cavernous hemangiomas of face-supraumbilical midline raphe syndrome
Orphanet:79473	Porphyria variegata
Orphanet:314473	Ovarian fibroma
Orphanet:1529	Craniofacial-deafness-hand syndrome
Orphanet:705	Pendred syndrome
Orphanet:189	Hidrotic ectodermal dysplasia
Orphanet:69736	Acute bilateral depigmentation of the iris
Orphanet:2001	Cleft lip/palate-intestinal malrotation-cardiopathy syndrome
Orphanet:2027	Gingival fibromatosis-progressive deafness syndrome
Orphanet:1952	Pacman dysplasia
Orphanet:2725	Eye defects-arachnodactyly-cardiopathy syndrome
Orphanet:79152	Disseminated superficial actinic porokeratosis
Orphanet:2771	Bruck syndrome
Orphanet:79321	ALG3-CDG
Orphanet:1457	Aorta coarctation
Orphanet:313	Lamellar ichthyosis
Orphanet:99829	Yellow fever
Orphanet:1180	Ataxia-hypogonadism-choroidal dystrophy syndrome
Orphanet:166277	Skeletal dysplasia with wormian bone-multiple fractures-dentinogenesis imperfecta
Orphanet:1915	Fetal alcohol syndrome
Orphanet:36	Acrocallosal syndrome
Orphanet:99965	O'Sullivan-McLeod syndrome
Orphanet:83619	Macrostomia-preauricular tags-external ophthalmoplegia syndrome
Orphanet:2585	Ataxia-pancytopenia syndrome
Orphanet:1118	Fibular aplasia-ectrodactyly syndrome
Orphanet:97290	Familial papillary thyroid carcinoma with renal papillary neoplasia
Orphanet:869	Triple A syndrome
Orphanet:464	Incontinentia pigmenti
Orphanet:2473	McKusick-Kaufman syndrome
Orphanet:871	Familial progressive cardiac conduction defect
Orphanet:93928	Epispadias
Orphanet:93308	Multiple epiphyseal dysplasia type 1
Orphanet:79230	Hemochromatosis type 2
Orphanet:2762	Progressive osseous heteroplasia
Orphanet:1784	Acro-fronto-facio-nasal dysostosis
Orphanet:565	Menkes disease
Orphanet:95159	Hepatoerythropoietic porphyria
Orphanet:85175	Astley-Kendall dysplasia
Orphanet:740	Hutchinson-Gilford progeria syndrome
Orphanet:988	Absent tibia-polydactyly syndrome
Orphanet:2863	Short stature-wormian bones-dextrocardia syndrome
Orphanet:158014	Rosaï-Dorfman disease
Orphanet:3218	Deafness-epiphyseal dysplasia-short stature syndrome
