CUI	SAB	CODE	STR
C3550204	HPO	HP:0001530	Mild growth deficiency
C4020868	HPO	HP:0001649	Elevated heart rate
C0151878	HPO	HP:0001657	Long Q-T syndrome
C0037221	HPO	HP:0001696	Situs inversus
C0016202	HPO	HP:0001763	Dropped arches
C0231791	HPO	HP:0001840	Intoe
C0018939	HPO	HP:0001871	Hematologic disease
C0015523	HPO	HP:0001929	Factor XI deficiency
C0011168	HPO	HP:0002015	Deglutition disorder
C4020856	HPO	HP:0002080	Terminal tremor
C4020854	HPO	HP:0002180	Neuro-degenerative disease
C0234166	HPO	HP:0002267	Hyperekplexia
C0266011	HPO	HP:0002558	Accessory nipples
C0474819	HPO	HP:0002886	Glomus vagale paraganglioma
C4020843	HPO	HP:0003355	Abnormal urinary amino-acid findings
C0268118	HPO	HP:0003534	Xanthine dehydrogenase deficiency
C4020837	HPO	HP:0003730	EMG: spontaneous, repetitive electrical activity
C4020692	HPO	HP:0003993	Wide ulna
C4020832	HPO	HP:0004195	Lytic defects of the phalanges of the ring finger
C4020830	HPO	HP:0004359	Fatty acids abnormal
C4020827	HPO	HP:0004804	Neonatal hemolytic anemia
C0242666	HPO	HP:0004855	Protein S deficiency
C1394691	HPO	HP:0005222	Bowel diverticula
C0005956	HPO	HP:0005561	Bone marrow disease
C0011860	HPO	HP:0005978	Diabetes mellitus type 2
C0751434	HPO	HP:0005982	Phenylalanine hydroxylase deficiency
C1862156	HPO	HP:0006213	Thin proximal phalanges with broad epiphyses
C1851854	HPO	HP:0006297	Thin dental enamel
C4020811	HPO	HP:0007002	Length dependent motor neuropathy
C4020809	HPO	HP:0007379	Genitourinary tract neoplasia
C0423178	HPO	HP:0007462	Bitot's spots
C0339510	HPO	HP:0007677	Vitelliform macular dystrophy
C1848530	HPO	HP:0007772	Abnormal visual pursuit
C4020804	HPO	HP:0008271	Abnormal hyaline collagen
C4020800	HPO	HP:0008347	Respiratory complex IV deficiency
C4020694	HPO	HP:0008569	Constricted helix type IV
C4020788	HPO	HP:0008723	Xy female gonadal dysgenesis
C1856164	HPO	HP:0009085	Hypertrophied alveolar ridge
C0266003	HPO	HP:0009724	Subungual fibroma
C4020779	HPO	HP:0009740	Absence of the parotid gland
C1408788	HPO	HP:0009892	Absent ear
C0427055	HPO	HP:0010628	Facial muscle weakness
C4020767	HPO	HP:0010787	Genital neoplasia
C4020766	HPO	HP:0010836	Abnormal copper levels
C0010668	HPO	HP:0010959	CCAM
C0011430	HPO	HP:0011060	Dentin dysplasia
C0038363	HPO	HP:0011107	Canker sore
C0030779	HPO	HP:0011447	Pelger-Huet anomaly
C4020749	HPO	HP:0011451	Head circumference small for gestational age
C4020742	HPO	HP:0011740	Familial primary hyperaldosteronism type 2
C4020741	HPO	HP:0011744	ACTH-dependent hypercortisolemia
C0032002	HPO	HP:0011747	Pituitary disease
C4020738	HPO	HP:0011924	Respiratory complex III deficiency
C0152098	HPO	HP:0012327	Celiac axis syndrome
C4020693	HPO	HP:0012327	Dunbar syndrome
C4020725	HPO	HP:0012436	Non-occlusive coronary artery stenosis
C4020724	HPO	HP:0012436	Nonocclusive coronary artery stenosis
C2751584	HPO	HP:0012446	Cerebral folate deficiency
C4020721	HPO	HP:0012470	Eyes fixed downward
C0266609	HPO	HP:0030024	Accessory Tragus
C4020689	HPO	HP:0100260	Insertional polydactyly
C0023221	HPO	HP:0100559	Leg length discrepancy
C4020707	HPO	HP:0100596	Aplasia/Hypoplasia of the nares
C0750081	HPO	HP:0100650	Vaginal neoplasia
C0037301	HPO	HP:0100678	Wrinkled skin
C4020701	HPO	HP:0100685	Enthesis abnormality
C0443147	HPO	HP:0000006	Autosomal dominant form
C0441748	HPO	HP:0000007	Autosomal recessive form
C0022679	HPO	HP:0000107	Cystic kidneys
C3887499	HPO	HP:0000107	Renal cysts
C0578038	HPO	HP:0000233	Thin vermilion borders
C2243051	HPO	HP:0000256	large cranium
C1853737	HPO	HP:0000269	prominent posterior head
C1864156	HPO	HP:0000509	Conjunctivitis, recurrent
C0730290	HPO	HP:0000548	Cone dystrophy
C1851731	HPO	HP:0001548	Generalized overgrowth
C0018824	HPO	HP:0001654	Valvular heart disease
C0423820	HPO	HP:0001807	Ridged nails
C1385263	HPO	HP:0001999	Deformity of face
C0401151	HPO	HP:0002028	Diarrhea, recurrent
C2973725	HPO	HP:0002092	Pulmonary arterial hypertension
C3275754	HPO	HP:0002236	Upswept frontal hairline
C1850535	HPO	HP:0002293	absence of scalp hair
C1970705	HPO	HP:0002299	fragile hair
C0221210	HPO	HP:0002566	Gut malrotation
C1860050	HPO	HP:0002676	cloverleaf skull shape
C0222706	HPO	HP:0002697	holes in parietal bones
C0222706	HPO	HP:0002697	openings in parietal bones
C0016663	HPO	HP:0002756	Spontaneous fractures
C1836308	HPO	HP:0002761	Joint laxity, generalized
C0268128	HPO	HP:0003218	Orotic aciduria
C0231528	HPO	HP:0003326	Myalgias
C4020839	HPO	HP:0003468	Multiple vertebral anomalies
C1864985	HPO	HP:0003676	Progressive disorder
C1850776	HPO	HP:0003678	Rapidly progressive disorder
C4072851	HPO	HP:0004330	increased Mineralization of skull
C4025319	HPO	HP:0004485	skull stopped growing
C0085096	HPO	HP:0004950	Peripheral vascular disease
C0750145	HPO	HP:0005315	Occlusive vascular disease
C1857949	HPO	HP:0005487	prominent frontal suture
C4072857	HPO	HP:0007385	focal absence of scalp tissue
C4072858	HPO	HP:0007385	solitary scalp defect
C3279575	HPO	HP:0007427	Reticulate skin pigmentation
C0339535	HPO	HP:0007642	Night blindness, congenital stationary
C3551052	HPO	HP:0007642	Night blindness, stationary
C4072861	HPO	HP:0007703	Abnormality of the retinal pigment epithelium
C1853394	HPO	HP:0007979	Nystagmus, horizontal gaze-evoked
C1835995	HPO	HP:0008972	Decreased activities of mitochondrial-encoded respiratory chain complexes
C4021242	HPO	HP:0010669	Hypotrophy of the cheekbone
C4072881	HPO	HP:0010719	abnormality of hair curl pattern
C0238506	HPO	HP:0010957	Posterior urethral valves
C0264169	HPO	HP:0011120	Saddle nose deformity
C1842892	HPO	HP:0011276	Vascular abnormalities restricted to skin
C2677180	HPO	HP:0011451	small head circumference present at birth
C0344925	HPO	HP:0011682	Ventricular septal defect, perimembranous
C4020732	HPO	HP:0012103	Mitochondrial abnormalities
C4072883	HPO	HP:0012179	Distorted craniofacial posture
C0375511	HPO	HP:0012370	Zygomatic hypertrophy
C0392699	HPO	HP:0012534	Dysesthesias
C1846151	HPO	HP:0012704	Widened subarachnoid spaces
C1295654	HPO	HP:0040171	Decreased testosterone
C0339543	HPO	HP:0100014	Epiretinal membranes
C0078981	HPO	HP:0100702	Arachnoid cysts
C0238198	HPO	HP:0100723	Gastrointestinal stromal tumors
C3554669	HPO	HP:0100923	Osteosclerosis of the clavicles
C3553696	HPO	HP:0200068	Decreased visual acuity, nonprogressive
C1850003	HPO	HP:0200118	Malabsorption of vitamin B12 (cyanocobalamin)
C3808820	HPO	HP:0200124	Hepatitis, chronic, due to cryptosporidium infection
C0443147	HPO	HP:0000006	Autosomal dominant type
C4072823	HPO	HP:0000248	broad cranium shape
C0424688	HPO	HP:0000252	small head
C2243051	HPO	HP:0000256	big cranium
C4025871	HPO	HP:0000271	Facial anomaly
C2675334	HPO	HP:0000723	Restrictive behavior, interests, and activities
C0241210	HPO	HP:0000750	Poor speech acquisition
C4025803	HPO	HP:0001117	Sudden central visual loss
C0241764	HPO	HP:0001417	X-linked form
C4072831	HPO	HP:0001476	delayed closure of the soft spot on the skull
C2677869	HPO	HP:0001595	abnormality of the hair shaft
C0263498	HPO	HP:0002216	Premature graying of the hair
C4073292	HPO	HP:0002224	afro-textured hair
C2675540	HPO	HP:0002236	Upswept frontal hair pattern
C1864696	HPO	HP:0002460	Distal limb muscle weakness due to peripheral neuropathy
C4072838	HPO	HP:0002677	hypoplasia of foramen magnum
C3804986	HPO	HP:0002689	aplasia of paranasal sinuses
C4072844	HPO	HP:0002689	missing sinuses
C4072845	HPO	HP:0002690	hyperplasia of hypophysial fossa
C4073291	HPO	HP:0002700	hyperplasia of foramen magnum
C1848103	HPO	HP:0003275	Narrow pelvis
C1852464	HPO	HP:0003319	Cervical vertebral anomalies
C4072849	HPO	HP:0003691	Scapular weakness
C3553395	HPO	HP:0004388	Microcolon on contrast enema
C1401086	HPO	HP:0005315	Peripheral vascular insufficiency
C0010278	HPO	HP:0005458	premature closure of the cranial sutures
C1837402	HPO	HP:0005469	flat posterior head
C1847514	HPO	HP:0005484	development of small head that was not present at birth
C3280770	HPO	HP:0006817	Cerebellar vermis aplasia or hypoplasia
C1836926	HPO	HP:0007737	Retinal 'bone corpuscle' pigmentation
C3276441	HPO	HP:0008972	Decreased activity of mitochondrial respiratory complexes
C4072874	HPO	HP:0010537	Persistent wide fontanel
C4072880	HPO	HP:0010719	abnormality of hair consistency
C1849020	HPO	HP:0010743	Short metatarsal bones
C1854919	HPO	HP:0011344	Severe psychomotor retardation
C2677180	HPO	HP:0011451	congenital small head
C2677180	HPO	HP:0011451	congenital small head circumference
C2677180	HPO	HP:0011451	small skull present at birth
C1847189	HPO	HP:0011835	Absent scaphoid bone
C0178416	HPO	HP:0012133	Erythroid hypoplasia in the bone marrow
C0240412	HPO	HP:0012233	Intramuscular hematomas
C1855773	HPO	HP:0012736	Psychomotor retardation, profound
C4022927	HPO	HP:0012800	accessory fontanelle
C0241358	HPO	HP:0030088	Increased testosterone
C0019521	HPO	HP:0100247	Hiccups
C0575802	HPO	HP:0200055	Small hands
C1862855	HPO	HP:0200102	Sparse to absent eyelashes
C2750161	HPO	HP:0200109	Respiratory cilia have shortened or absent outer dynein arms
C1850013	HPO	HP:0200118	Vitamin B12 deficiency caused by intestinal malabsorption
C4073293	HPO	HP:0000235	abnormality of the lambda sutures
C0424688	HPO	HP:0000252	small skull
C2243051	HPO	HP:0000256	big calvaria
C0221358	HPO	HP:0000268	narrow head shape
C4025871	HPO	HP:0000271	abnormality of the countenance
C4025871	HPO	HP:0000271	Anomaly of face
C1845847	HPO	HP:0000280	Rounded and heavy facial features
C1306710	HPO	HP:0000324	Unequal sides of face
C0554970	HPO	HP:0000543	Disc pallor
C0423109	HPO	HP:0000582	Upslanted palpebral fissures
C4020881	HPO	HP:0000971	Abnormalities of sweating
C4072830	HPO	HP:0001357	asymmetry of the posterior skull
C1450010	HPO	HP:0001357	positional plagiocephaly
C1844554	HPO	HP:0001817	Anonychia of fingernails
C0398650	HPO	HP:0001973	Idiopathic thrombocytopenic purpura
C0266617	HPO	HP:0001999	Malformation of face
C4072834	HPO	HP:0002208	rough hair texture
C4072835	HPO	HP:0002224	kinky hair texture
C0162311	HPO	HP:0002292	male pattern baldness
C0002170	HPO	HP:0002293	baldness
C0239803	HPO	HP:0002297	ginger hair color
C1970705	HPO	HP:0002299	easily breakable hair
C1860050	HPO	HP:0002676	trilobar skull shape
C0016663	HPO	HP:0002756	Pathologic fractures
C2678397	HPO	HP:0003982	Absent ulnae
C4072850	HPO	HP:0004330	increased calcification of skull
C3277418	HPO	HP:0004390	Gastrointestinal hamartomatous polyps
C3553397	HPO	HP:0004401	Meconium ileus on ultrasonography
C0010278	HPO	HP:0005458	early closure of the cranial sutures
C4072854	HPO	HP:0005486	small cranial sutures
C3279038	HPO	HP:0005968	Body temperature instability
C0263504	HPO	HP:0007418	Total alopecia
C4048798	HPO	HP:0007642	Night blindness, congenital stationary, complete
C3278981	HPO	HP:0007924	Decreased visual acuity, slowly progressive
C1856117	HPO	HP:0009909	Uplifted earlobes
C1856117	HPO	HP:0009909	Upturned earlobes
C4072878	HPO	HP:0010650	Primary palate bone retrusion
C4021242	HPO	HP:0010669	Hypotrophy of the zygomatic bone
C2237142	HPO	HP:0011343	Psychomotor retardation, moderate
C3552156	HPO	HP:0011382	Hypoplasia of the semicircular canals
C4020747	HPO	HP:0011473	Biopsy shows villous atrophy
C1859541	HPO	HP:0011473	Variable degree of villous atrophy
C2063326	HPO	HP:0011663	Cardiomyopathy, esp. right ventricular
C0240309	HPO	HP:0012371	Big midface
C0240309	HPO	HP:0012371	Large midface
C3554113	HPO	HP:0012746	Thin toenails
C0027809	HPO	HP:0100008	Schwannomas
C0011854	HPO	HP:0100651	Insulin-dependent diabetes mellitus (type I)
C0085271	HPO	HP:0100716	Self-injurious behaviors
C2673820	HPO	HP:0200084	Giant cell hepatitis on biopsy
C4020697	HPO	HP:0200084	Giant cell hepatitis on liver biopsy
C4072820	HPO	HP:0000239	large bregma sutures
C4072823	HPO	HP:0000248	broad skull shape
C0221358	HPO	HP:0000268	narrow skull shape
C1853737	HPO	HP:0000269	protruding back of the head
C1860816	HPO	HP:0000384	Skin tag in front of the ear
C4072826	HPO	HP:0000384	Skin tag on the posterior cheek
C1866190	HPO	HP:0000413	Atresia of the external auditory canals
C1849688	HPO	HP:0000512	Flattened or absent electroretinogram (ERG)
C0554970	HPO	HP:0000543	Pale optic discs
C0241210	HPO	HP:0000750	Poor speech development
C3150267	HPO	HP:0000841	Increased plasma renin activity
C0241178	HPO	HP:0000977	Velvety skin texture
C1857278	HPO	HP:0001338	Partial or complete agenesis of the corpus callosum
C0265529	HPO	HP:0001357	rhomboid shaped head
C3552463	HPO	HP:0001510	Very poor growth
C4072836	HPO	HP:0002224	nappy hair texture
C3549698	HPO	HP:0002673	Coxa valga deformity
C1860050	HPO	HP:0002676	cloverleaf cranium shape
C4072839	HPO	HP:0002679	abnormality of the hypophysial fossa
C1866862	HPO	HP:0003828	Highly variable severity
C0700501	HPO	HP:0006934	Nystagmus, congenital
C0427068	HPO	HP:0007340	Leg weakness
C1306122	HPO	HP:0007642	Night blindness, congenital
C1863739	HPO	HP:0008819	Narrow femoral necks
C4024202	HPO	HP:0009804	Tooth agenesis
C4021263	HPO	HP:0010453	Pelvic asymmetry
C4072875	HPO	HP:0010538	hypoplasia of hypophseal fossa
C4072875	HPO	HP:0010538	hypoplasia of pituitary fossa
C3553754	HPO	HP:0010760	Absent toes
C1850072	HPO	HP:0010804	Tented upper lip
C0149516	HPO	HP:0011109	Sinusitis, chronic
C3277019	HPO	HP:0011228	Straight eyebrows
C2677180	HPO	HP:0011451	small head present at birth
C4022654	HPO	HP:0030087	Abnormal testosterone level
C4073131	HPO	HP:0040064	Dysmelia
C4020700	HPO	HP:0100771	Intestinal hypoperistalsis
C1840236	HPO	HP:0100789	Prominent midpalatal ridge (torus palatinus)
C1848765	HPO	HP:0100840	Sparse to absent eyebrows
C3279439	HPO	HP:0200067	Spontaneous abortion, recurrent
C1863062	HPO	HP:0200072	Quadriplegia, episodic
C2675624	HPO	HP:0200084	Giant cell hepatitis shown on biopsy
C1850816	HPO	HP:0200101	Decreased or absent ankle reflexes
C0520463	HPO	HP:0200120	Hepatitis, chronic active
C4073209	HPO	HP:0430028	Maxillary prognathia
C0240379	HPO	HP:0000194	Open mouth appearance
C1865017	HPO	HP:0000219	Thin upper lips
C4072821	HPO	HP:0000239	Large, late-closing fontanelle
C0410935	HPO	HP:0000239	wide cranial suture
C2243051	HPO	HP:0000256	big skull
C0221358	HPO	HP:0000268	narrow cranium shape
C0426429	HPO	HP:0000455	Broad upturned nose
C0009398	HPO	HP:0000551	Color vision defects
C1970167	HPO	HP:0000552	Blue/yellow color vision defect
C1853487	HPO	HP:0000574	Hypertrichosis of the eyebrows
C0426886	HPO	HP:0001182	Tapered fingers
C0038454	HPO	HP:0001297	Cerebrovascular accidents
C4072830	HPO	HP:0001357	asymmetry of the posterior head
C1450010	HPO	HP:0001357	deformational plagiocephaly
C0023890	HPO	HP:0001394	Liver cirrhosis
C3551535	HPO	HP:0001653	Mitral regurgitation, mild
C3551148	HPO	HP:0001991	Absent/hypoplastic toes
C4072832	HPO	HP:0001999	Distortion of face
C4072833	HPO	HP:0001999	Funny looking face
C0034888	HPO	HP:0002035	Rectal prolapsed
C0263505	HPO	HP:0002289	Universal alopecia
C0574769	HPO	HP:0002293	missing scalp hair
C1851868	HPO	HP:0002299	reduced tensile strength of hair
C4072839	HPO	HP:0002679	anomaly of the hypophysial fossa
C4072846	HPO	HP:0002690	large hypophysial fossa
C0162275	HPO	HP:0002919	Ketoaciduria
C3279191	HPO	HP:0004955	Arterial tortuosity, general
C1857206	HPO	HP:0005338	Sparse lateral eyebrows
C1408532	HPO	HP:0005632	Absent forearms
C4021608	HPO	HP:0006118	Brachytelephalangy
C3279601	HPO	HP:0007427	Reticular pigmentation pattern
C1856661	HPO	HP:0007759	Cloudy corneas
C0858617	HPO	HP:0007787	Posterior subcapsular cataracts
C1860844	HPO	HP:0008070	Thin, sparse hair
C1849392	HPO	HP:0008402	Ridged fingernails
C1368816	HPO	HP:0009720	Sebaceous adenomas
C1408788	HPO	HP:0009892	Absent ears
C0037930	HPO	HP:0010302	Spinal tumors
C0685707	HPO	HP:0011623	Ventricular septal defect, muscular
C3810214	HPO	HP:0011933	Elongated superior cerebellar peduncles
C1851915	HPO	HP:0012179	Abnormal facial muscle tone
C0748318	HPO	HP:0012622	Renal failure, progressive
C0853945	HPO	HP:0200097	Oral mucosa blisters
C4021887	HPO	HP:0200113	Aphalangy, hands and feet
C1850020	HPO	HP:0200143	Bone marrow biopsy shows megaloblastic erythroid hyperplasia
C0265535	HPO	HP:0000243	wedge shaped head
C4072823	HPO	HP:0000248	wide cranium shape
C4072824	HPO	HP:0000248	wide skull shape
C2243051	HPO	HP:0000256	big head
C1866134	HPO	HP:0000260	Large anterior fontanels
C1853737	HPO	HP:0000269	prominent back of the head
C4025871	HPO	HP:0000271	abnormality of the visage
C1290857	HPO	HP:0000271	Disorder of face
C1306710	HPO	HP:0000324	Unbalanced face
C1845447	HPO	HP:0000378	Cupped ears
C0155119	HPO	HP:0000495	Recurrent corneal ulcerations
C0856975	HPO	HP:0000729	Autistic behaviors
C4072831	HPO	HP:0001476	late closure of soft spot on the skull
C3150281	HPO	HP:0001548	Fetal overgrowth
C1844555	HPO	HP:0001802	Absent toenails (anonychia)
C4072837	HPO	HP:0002299	fractured hair
C1868571	HPO	HP:0002553	High arched eyebrows
C0018932	HPO	HP:0002573	Recurrent rectal bleeding
C4072839	HPO	HP:0002679	anomaly of the pituitary fossa
C4072842	HPO	HP:0002680	omega shaped hypophysial fossa
C4072842	HPO	HP:0002680	omega shaped pituitary fossa
C4072846	HPO	HP:0002690	large pituitary fossa
C0032209	HPO	HP:0002691	flattening of the skull base
C0235063	HPO	HP:0002791	Respiratory depression
C1849953	HPO	HP:0003278	Square pelvis
C1846797	HPO	HP:0003498	Short stature, severe disproportionate
C1843108	HPO	HP:0004279	Short palms
C1857632	HPO	HP:0004283	Narrow hands
C1836599	HPO	HP:0004488	big head present since birth
C1836599	HPO	HP:0004488	congenital large head
C1836599	HPO	HP:0004488	large head present since birth
C1854495	HPO	HP:0004798	Gastrointestinal infections, recurrent
C4072853	HPO	HP:0005458	premature closure of the bregma sutures
C0024314	HPO	HP:0005523	Lymphoproliferative disorders
C0022353	HPO	HP:0006579	Jaundice, neonatal
C4048801	HPO	HP:0007385	Defect of scalp
C3554587	HPO	HP:0007421	Telangiectasia on the cheeks
C2673755	HPO	HP:0009835	Small or absent distal phalanges
C4072876	HPO	HP:0010538	small pituitary fossa
C4072878	HPO	HP:0010650	Premaxillary retrusion
C4072879	HPO	HP:0010669	Small cheekbone
C4072879	HPO	HP:0010669	Small zygomatic bone
C4073290	HPO	HP:0010719	abnormality of hair volume
C4019074	HPO	HP:0010779	Large pelvis
C0011603	HPO	HP:0011123	Dermatitis
C1833058	HPO	HP:0011473	Small intestine biopsy shows villous atrophy
C2673410	HPO	HP:0011800	Small midface
C1860176	HPO	HP:0011927	Very short digits
C0035243	HPO	HP:0011947	Respiratory infections
C0332792	HPO	HP:0012095	Multiple joint dislocations
C1838111	HPO	HP:0012132	Bone marrow biopsy shows erythroid hyperplasia
C0240309	HPO	HP:0012371	Hypertrophy of midface
C4022927	HPO	HP:0012800	supernumary fontanelle
C0007095	HPO	HP:0100570	Carcinoid tumors
C4073183	HPO	HP:0100809	allodynia of scalp
C3551430	HPO	HP:0100840	Sparse or absent eyebrows
C0410935	HPO	HP:0000239	large cranial suture
C4072822	HPO	HP:0000239	wide bregma sutures
C2243051	HPO	HP:0000256	large calvaria
C0030044	HPO	HP:0000262	tall shaped head
C1306710	HPO	HP:0000324	Uneven sides of face
C1839764	HPO	HP:0000431	Broad flat nasal bridge
C1840077	HPO	HP:0000463	Upturned nasal tips
C0554970	HPO	HP:0000543	Optic disk pallor
C3552853	HPO	HP:0000551	Color vision defect, severe
C1510586	HPO	HP:0000729	Autism spectrum disorders
C4072830	HPO	HP:0001357	asymmetry of the posterior cranium
C0009917	HPO	HP:0001371	Contractures
C3279149	HPO	HP:0001410	Liver dysfunction, mild
C3552713	HPO	HP:0001883	Talipes foot deformities
C0266617	HPO	HP:0001999	Facial Dysmorphism
C3203102	HPO	HP:0002092	Primary pulmonary hypertension
C0234378	HPO	HP:0002174	Tremor, postural
C0012811	HPO	HP:0002253	Colon diverticula
C2673431	HPO	HP:0002518	Periventricular white matter abnormalities
C1535953	HPO	HP:0002677	stenosis of foramen magnum
C4072839	HPO	HP:0002679	abnormality of the pituitary fossa
C4072841	HPO	HP:0002680	J-shaped hypophysial fossa
C0003862	HPO	HP:0002829	Joint pains
C0265563	HPO	HP:0003083	Dislocated radial heads
C1847906	HPO	HP:0003383	Onion bulb formations
C1848514	HPO	HP:0004689	Short fourth metatarsals
C4072853	HPO	HP:0005458	early closure of the bregma sutures
C1837402	HPO	HP:0005469	flat back of the head
C4072854	HPO	HP:0005486	little cranial sutures
C4072863	HPO	HP:0007750	Dull foveal reflex
C4072866	HPO	HP:0007858	Lacunar retinal depigmentation
C1860601	HPO	HP:0008812	Flattened femoral heads
C3278004	HPO	HP:0010515	Thymic hypoplasia or aplasia
C4072876	HPO	HP:0010538	small hypophyseal fossa
