orphanet_code	orphanet_term
Orphanet:809	Mixed connective tissue disease
Orphanet:79357	Hereditary palmoplantar keratoderma
Orphanet:3270	Radioulnar synostosis-developmental delay-hypotonia syndrome
Orphanet:1239	Behr syndrome
Orphanet:79086	Acquired generalized lipodystrophy
Orphanet:1368	Cataract-ataxia-deafness syndrome
Orphanet:492	Proliferating trichilemmal cyst
Orphanet:199343	EAST syndrome
Orphanet:1562	Dacryocystitis-osteopoikilosis syndrome
Orphanet:1520	Craniofrontonasal dysplasia
Orphanet:1147	Sheldon-Hall syndrome
Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type
Orphanet:93274	Thanatophoric dysplasia type 2
Orphanet:177	Rhizomelic chondrodysplasia punctata
Orphanet:427	Familial hypoaldosteronism
Orphanet:355	Gaucher disease
Orphanet:90340	Blau syndrome
Orphanet:858	Congenital toxoplasmosis
Orphanet:2297	Insulin-resistance syndrome type A
Orphanet:3216	Conductive deafness-malformed external ear syndrome
Orphanet:261529	Ring chromosome Y
Orphanet:753	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency
Orphanet:88644	Autosomal recessive ataxia, Beauce type
Orphanet:136	CADASIL
Orphanet:1671	Diastematomyelia
Orphanet:314802	Short stature due to partial GHR deficiency
Orphanet:99429	Complete androgen insensitivity syndrome
Orphanet:2163	Holoprosencephaly-craniosynostosis syndrome
Orphanet:231183	Usher syndrome type 3
Orphanet:84090	Fibronectin glomerulopathy
Orphanet:50811	Lipodystrophy-intellectual disability-deafness syndrome
Orphanet:69078	Liposarcoma
Orphanet:79102	Thyrotoxic periodic paralysis
Orphanet:39044	Uveal melanoma
Orphanet:138	CHARGE syndrome
Orphanet:137831	X-linked intellectual disability-cerebellar hypoplasia syndrome
Orphanet:96167	Recombinant 8 syndrome
Orphanet:3398	Thymic epithelial neoplasm
Orphanet:290	Congenital rubella syndrome
Orphanet:65286	3q29 microdeletion syndrome
Orphanet:50942	Keratosis palmoplantaris striata
Orphanet:2143	Donnai-Barrow syndrome
Orphanet:930	Idiopathic achalasia
Orphanet:2796	Pachydermoperiostosis
Orphanet:1471	Coloboma of macula-brachydactyly type B syndrome
Orphanet:1490	Corneal dystrophy-perceptive deafness syndrome
Orphanet:85194	Spondylo-ocular syndrome
Orphanet:998	Albinism-deafness syndrome
Orphanet:83619	Macrostomia-preauricular tags-external ophthalmoplegia syndrome
Orphanet:2695	Bifid nose
Orphanet:244	Primary ciliary dyskinesia
Orphanet:1277	Brachydactyly-mesomelia-intellectual disability-heart defects syndrome
Orphanet:90290	CREST syndrome
Orphanet:846	Alpha-thalassemia
Orphanet:85163	Hypomyelination-congenital cataract syndrome
Orphanet:3267	Familial lambdoid synostosis
Orphanet:50945	Blomstrand lethal chondrodysplasia
Orphanet:3390	Proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome
Orphanet:792	X-linked retinoschisis
Orphanet:85294	X-linked epilepsy-learning disabilities-behavior disorders syndrome
Orphanet:172	Progressive familial intrahepatic cholestasis
Orphanet:439232	AApoAIV amyloidosis
Orphanet:313855	FGFR2-related bent bone dysplasia
Orphanet:281090	Syndromic X-linked ichthyosis
Orphanet:369	Glycogen storage disease due to liver glycogen phosphorylase deficiency
Orphanet:2024	Hereditary gingival fibromatosis
Orphanet:1803	Thoracomelic dysplasia
Orphanet:127	Borjeson-Forssman-Lehmann syndrome
Orphanet:168984	CLAPO syndrome
Orphanet:2169	Methylcobalamin deficiency type cblE
Orphanet:893	WAGR syndrome
Orphanet:1568	X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome
Orphanet:85280	X-linked intellectual disability-cubitus valgus-dysmorphism syndrome
Orphanet:77260	Gaucher disease type 2
Orphanet:79156	Seizures-intellectual disability due to hydroxylysinuria syndrome
Orphanet:1942	Myoclonic-astastic epilepsy
Orphanet:1361	Carnosinemia
Orphanet:36237	Bullous impetigo
Orphanet:1306	Buschke-Ollendorff syndrome
Orphanet:83472	CAMOS syndrome
Orphanet:79332	B4GALT1-CDG
Orphanet:293843	3MC syndrome
Orphanet:157215	Hereditary hypophosphatemic rickets with hypercalciuria
Orphanet:93314	Spondylometaphyseal dysplasia, Kozlowski type
Orphanet:2673	Neurofaciodigitorenal syndrome
Orphanet:325345	46,XY ovotesticular disorder of sex development
Orphanet:304	Epidermolysis bullosa simplex
Orphanet:251076	8p23.1 duplication syndrome
Orphanet:2676	Neuroectodermal-endocrine syndrome
Orphanet:3265	Humero-radial synostosis
Orphanet:95719	Thyroid hemiagenesis
Orphanet:2777	Osteomesopyknosis
Orphanet:93299	Achondrogenesis type 1A
Orphanet:169	Ringed hair disease
Orphanet:85175	Astley-Kendall dysplasia
Orphanet:646	Niemann-Pick disease type C
Orphanet:69	Amyloidosis
Orphanet:99797	Anodontia
Orphanet:77301	Monosomy 9q22.3
Orphanet:52056	Ulnar/fibula ray defect-brachydactyly syndrome
Orphanet:436274	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa
Orphanet:2990	Autosomal recessive multiple pterygium syndrome
Orphanet:1952	Pacman dysplasia
Orphanet:35664	ALDH18A1-related De Barsy syndrome
Orphanet:171829	6q16 deletion syndrome
Orphanet:79083	PPARG-related familial partial lipodystrophy
Orphanet:221008	Rothmund-Thomson syndrome type 1
Orphanet:93307	Multiple epiphyseal dysplasia type 4
Orphanet:250989	1q21.1 microdeletion syndrome
Orphanet:251019	2q32q33 microdeletion syndrome
Orphanet:1849	Infundibulopelvic stenosis-multicystic kidney syndrome
Orphanet:1252	Blepharonasofacial malformation syndrome
Orphanet:530	Lipoid proteinosis
Orphanet:851	Paris-Trousseau thrombocytopenia
Orphanet:97230	Solar urticaria
Orphanet:2454	Familial intestinal malrotation-facial anomalies syndrome
Orphanet:48918	Focal myositis
Orphanet:91347	TSH-secreting pituitary adenoma
Orphanet:3464	Woodhouse-Sakati syndrome
Orphanet:2639	Fibular aplasia-complex brachydactyly syndrome
Orphanet:2971	Peroxisomal acyl-CoA oxidase deficiency
Orphanet:1643	Xp22.3 microdeletion syndrome
Orphanet:370927	SSR4-CDG
Orphanet:1808	Hidrotic ectodermal dysplasia, Christianson-Fourie type
Orphanet:231736	Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome
Orphanet:888	Van der Woude syndrome
Orphanet:2481	Neurocutaneous melanocytosis
Orphanet:314811	Short stature due to GHSR deficiency
Orphanet:37748	Schnitzler syndrome
Orphanet:85275	Microphthalmia-ankyloblepharon-intellectual disability syndrome
Orphanet:1822	Dysplasia epiphysealis hemimelica
Orphanet:254	Spondylometaphyseal dysplasia
Orphanet:857	Townes-Brocks syndrome
Orphanet:93271	Short rib-polydactyly syndrome, Verma-Naumoff type
Orphanet:1552	Currarino triad
Orphanet:1377	Cataract-microcornea syndrome
Orphanet:2678	Neurofibromatosis type 6
Orphanet:3189	Congenital pulmonary valve stenosis
Orphanet:163937	X-linked intellectual disability, Najm type
Orphanet:3409	Urban-Rogers-Meyer syndrome
Orphanet:2414	Congenital pulmonary lymphangiectasia
Orphanet:2483	Melkersson-Rosenthal syndrome
Orphanet:2101	Grubben-de Cock-Borghgraef syndrome
Orphanet:1617	2q24 microdeletion syndrome
Orphanet:2597	Mitochondrial myopathy-lactic acidosis-deafness syndrome
Orphanet:275766	Idiopathic pulmonary arterial hypertension
Orphanet:2774	Multicentric carpo-tarsal osteolysis with or without nephropathy
Orphanet:35098	Isolated plagiocephaly
Orphanet:2003	Cleft lip/palate-deafness-sacral lipoma syndrome
Orphanet:222	Erosive pustular dermatosis of the scalp
Orphanet:293948	1p21.3 microdeletion syndrome
Orphanet:2866	Short stature-deafness-neutrophil dysfunction-dysmorphism syndrome
Orphanet:2940	Porencephaly
Orphanet:79431	Oculocutaneous albinism type 1A
Orphanet:638	Neurofibromatosis-Noonan syndrome
Orphanet:965	Acromegaloid facial appearance syndrome
Orphanet:398073	Prader-Willi-like syndrome
Orphanet:1088	Short stature-heart defect-craniofacial anomalies syndrome
Orphanet:3379	Distal trisomy 17q
Orphanet:8	47,XYY syndrome
Orphanet:2090	GMS syndrome
Orphanet:33111	Granulomatous slack skin
Orphanet:90318	Ehlers-Danlos syndrome type 2
Orphanet:859	Transcobalamin deficiency
Orphanet:3027	Caudal regression sequence
Orphanet:1926	Diabetic embryopathy
Orphanet:284979	Neonatal Marfan syndrome
Orphanet:502	Langer-Giedion syndrome
Orphanet:349	Fucosidosis
Orphanet:958	Acro-renal-mandibular syndrome
Orphanet:768	Familial long QT syndrome
Orphanet:163966	X-linked dominant chondrodysplasia, Chassaing-Lacombe type
Orphanet:1133	AREDYLD syndrome
Orphanet:976	Adenine phosphoribosyltransferase deficiency
Orphanet:2183	Hydrocephalus-obesity-hypogonadism syndrome
Orphanet:33	Isovaleric acidemia
Orphanet:2151	Hirschsprung disease-ganglioneuroblastoma syndrome
Orphanet:79435	Oculocutaneous albinism type 4
Orphanet:2430	Congenital macroglossia
Orphanet:53719	Wyburn-Mason syndrome
Orphanet:67047	3-methylglutaconic aciduria type 3
Orphanet:495	Transgrediens et progrediens palmoplantar keratoderma
Orphanet:705	Pendred syndrome
Orphanet:313906	Congenital pancreatic cyst
Orphanet:524	Li-Fraumeni syndrome
Orphanet:261349	2p15p16.1 microdeletion syndrome
Orphanet:10	48,XXYY syndrome
Orphanet:261243	16p13.11 microduplication syndrome
Orphanet:1574	Retinal degeneration-nanophthalmos-glaucoma syndrome
Orphanet:65285	Lhermitte-Duclos disease
Orphanet:2065	Galloway-Mowat syndrome
Orphanet:269	Facioscapulohumeral dystrophy
Orphanet:211	Familial cylindromatosis
Orphanet:1856	Spondyloperipheral dysplasia-short ulna syndrome
Orphanet:2074	Gemignani syndrome
Orphanet:168816	Peritoneal cystic mesothelioma
Orphanet:166024	Multiple epiphyseal dysplasia, Al-Gazali type
Orphanet:2031	Hepatic fibrosis-renal cysts-intellectual disability syndrome
Orphanet:79095	Congenital bile acid synthesis defect type 4
Orphanet:295	Fetal parvovirus syndrome
Orphanet:1155	Arthrogryposis due to muscular dystrophy
Orphanet:1973	Faciocardiorenal syndrome
Orphanet:2135	Hennekam-Beemer syndrome
Orphanet:36426	Stevens-Johnson syndrome
Orphanet:86814	Benign adult familial myoclonic epilepsy
Orphanet:79133	Focal facial dermal dysplasia type I
Orphanet:1071	Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome
Orphanet:1453	Cleidorhizomelic syndrome
Orphanet:3377	Trismus-pseudocamptodactyly syndrome
Orphanet:324422	ALG13-CDG
Orphanet:2680	Hypomyelination neuropathy-arthrogryposis syndrome
Orphanet:3463	Wolfram syndrome
Orphanet:1258	Blepharoptosis-cleft palate-ectrodactyly-dental anomalies syndrome
Orphanet:163690	Hypotonia-cystinuria syndrome
Orphanet:90673	Hypothyroidism due to TSH receptor mutations
Orphanet:26137	Juvenile temporal arteritis
Orphanet:657	Congenital isolated hyperinsulinism
Orphanet:2533	Microcephaly-deafness-intellectual disability syndrome
Orphanet:2308	Jacobsen syndrome
Orphanet:90654	Stickler syndrome type 2
Orphanet:440713	Isolated sedoheptulokinase deficiency
Orphanet:139471	Microphthalmia with brain and digit anomalies
Orphanet:3098	Rhizomelic syndrome, Urbach type
Orphanet:90797	Partial androgen insensitivity syndrome
Orphanet:217335	RIN2 syndrome
Orphanet:95720	Thyroid hypoplasia
Orphanet:75373	Progressive bifocal chorioretinal atrophy
Orphanet:2085	Glaucoma-sleep apnea syndrome
Orphanet:79396	Epidermolysis bullosa simplex, Dowling-Meara type
Orphanet:230839	Ehlers-Danlos syndrome due to tenascin-X deficiency
Orphanet:2440	Split hand-split foot malformation
Orphanet:440	Familial hypospadias
Orphanet:2156	Hirsutism-skeletal dysplasia-intellectual disability syndrome
Orphanet:2295	Ehlers-Danlos syndrome type 11
Orphanet:974	Adams-Oliver syndrome
Orphanet:2115	Harrod syndrome
Orphanet:649	Norrie disease
Orphanet:3144	Schneckenbecken dysplasia
Orphanet:2505	Multiple benign circumferential skin creases on limbs
Orphanet:261330	Distal 22q11.2 microdeletion syndrome
Orphanet:270	Oculopharyngeal muscular dystrophy
Orphanet:16	Blue cone monochromatism
Orphanet:2252	Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome
Orphanet:79254	Classic phenylketonuria
Orphanet:96263	48,XXXY syndrome
Orphanet:83473	Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome
Orphanet:2705	Oculocerebral dysplasia
Orphanet:228399	8q12 microduplication syndrome
Orphanet:668	Osteosarcoma
Orphanet:352530	Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome
Orphanet:3019	Ramon syndrome
Orphanet:3218	Deafness-epiphyseal dysplasia-short stature syndrome
Orphanet:3400	Aorto-ventricular tunnel
Orphanet:3253	Zlotogora-Ogur syndrome
Orphanet:2022	Endomyocardial fibroelastosis
Orphanet:2868	Short stature-valvular heart disease-characteristic facies syndrome
Orphanet:2349	Muscular pseudohypertrophy-hypothyroidism syndrome
Orphanet:624	Familial multiple nevi flammei
Orphanet:228312	Autoimmune hemolytic anemia, cold type
Orphanet:163	Hereditary hyperferritinemia with congenital cataracts
Orphanet:52	Alagille syndrome
Orphanet:2744	Horizontal gaze palsy with progressive scoliosis
Orphanet:330021	Mercury poisoning
Orphanet:314	Erythroderma desquamativum
Orphanet:65684	Monomelic amyotrophy
Orphanet:3137	Alpha-N-acetylgalactosaminidase deficiency
Orphanet:98375	Autoimmune hemolytic anemia
Orphanet:31112	Dermatofibrosarcoma protuberans
Orphanet:1164	Allergic bronchopulmonary aspergillosis
Orphanet:169090	Combined immunodeficiency due to CRAC channel dysfunction
Orphanet:33276	Kaposi sarcoma
Orphanet:231242	Hemoglobin C-beta-thalassemia syndrome
Orphanet:2008	Acro-cardio-facial syndrome
Orphanet:2500	Acrogeria
Orphanet:64	Alström syndrome
Orphanet:30925	Hereditary central diabetes insipidus
Orphanet:289522	Microtriplication 11q24.1
Orphanet:397	Giant cell arteritis
Orphanet:1216	Autosomal dominant congenital benign spinal muscular atrophy
Orphanet:3204	Stormorken-Sjaastad-Langslet syndrome
Orphanet:3109	Mayer-Rokitansky-Küster-Hauser syndrome
Orphanet:1486	Lethal congenital contracture syndrome type 1
Orphanet:474	Jeune syndrome
Orphanet:759	Central precocious puberty
Orphanet:337	Fibrodysplasia ossificans progressiva
Orphanet:776	X-linked intellectual disability with marfanoid habitus
Orphanet:403	Familial hyperaldosteronism type I
Orphanet:2292	Congenital bowing of long bones
Orphanet:2083	Prominent glabella-microcephaly-hypogenitalism syndrome
Orphanet:1794	Oculomaxillofacial dysostosis
Orphanet:3344	Weismann-Netter syndrome
Orphanet:95716	Familial thyroid dyshormonogenesis
Orphanet:93930	Bladder exstrophy
Orphanet:79324	ALG12-CDG
Orphanet:85435	Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis
Orphanet:2768	Blount disease
Orphanet:1964	Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome
Orphanet:436141	Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome
Orphanet:85197	Genochondromatosis type 1
Orphanet:2762	Progressive osseous heteroplasia
Orphanet:2323	Sanjad-Sakati syndrome
Orphanet:1986	Gollop-Wolfgang complex
Orphanet:2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome
Orphanet:2580	Shoulder and girdle defects-familial intellectual disability syndrome
Orphanet:284227	TEMPI syndrome
Orphanet:952	Acrofacial dysostosis, Weyers type
Orphanet:3221	Generalized resistance to thyroid hormone
Orphanet:276422	10q22.3q23.3 microduplication syndrome
Orphanet:2321	Jung-Wolff-Back-Stahl syndrome
Orphanet:729	Polycythemia vera
Orphanet:66637	Diaphanospondylodysostosis
Orphanet:139406	Encephalopathy due to prosaposin deficiency
Orphanet:75496	Ehlers-Danlos syndrome, progeroid type
Orphanet:183713	Pyogenic bacterial infections due to MyD88 deficiency
Orphanet:314478	Ovarian fibrothecoma
Orphanet:2911	Poland syndrome
Orphanet:229	Familial aortic dissection
Orphanet:1897	EEM syndrome
Orphanet:99966	Atypical teratoid rhabdoid tumor
Orphanet:261344	Trisomy 1q
Orphanet:157850	Pantothenate kinase-associated neurodegeneration
Orphanet:3004	Mirror polydactyly-vertebral segmentation-limbs defects syndrome
Orphanet:73256	Central neurocytoma
Orphanet:181	X-linked hypohidrotic ectodermal dysplasia
Orphanet:452	X-linked lissencephaly with abnormal genitalia
Orphanet:314034	7p22.1 microduplication syndrome
Orphanet:90033	Autoimmune hemolytic anemia, warm type
Orphanet:1492	Corpus callosum agenesis-double urinary collecting system syndrome
Orphanet:1871	Progressive cone dystrophy
Orphanet:77258	Trichorhinophalangeal syndrome type 1 and 3
Orphanet:989	Hypoglossia-hypodactyly syndrome
Orphanet:803	Amyotrophic lateral sclerosis
Orphanet:667	Autosomal recessive malignant osteopetrosis
Orphanet:263455	Hyperinsulinism due to HNF4A deficiency
Orphanet:2574	Moynahan syndrome
Orphanet:1782	Dysosteosclerosis
Orphanet:79328	ALG9-CDG
Orphanet:79094	Grange syndrome
Orphanet:709	Peters plus syndrome
Orphanet:83465	Narcolepsy without cataplexy
Orphanet:29073	Multiple myeloma
Orphanet:254478	Lichen planus pemphigoides
Orphanet:261120	14q11.2 microdeletion syndrome
Orphanet:85279	Syndromic X-linked intellectual disability due to JARID1C mutation
Orphanet:1923	Methimazole embryofetopathy
Orphanet:46486	Mucous membrane pemphigoid
Orphanet:1842	Bone dysplasia, lethal Holmgren type
Orphanet:3311	Infantile symmetrical thalamic degeneration
Orphanet:98791	Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16
Orphanet:560	Marshall syndrome
Orphanet:1538	Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome
Orphanet:231625	Adrenocortical carcinoma with pure aldosterone hypersecretion
Orphanet:41	Dyschromatosis symmetrica hereditaria
Orphanet:1188	Ataxia-deafness-intellectual disability syndrome
Orphanet:2972	Non-eruption of teeth-maxillary hypoplasia-genu valgum syndrome
Orphanet:85410	Oligoarticular juvenile idiopathic arthritis
Orphanet:1606	1p36 deletion syndrome
Orphanet:2301	Congenital short bowel syndrome
Orphanet:79085	AKT2-related familial partial lipodystrophy
Orphanet:894	Waardenburg syndrome type 1
Orphanet:261483	Xq27.3q28 duplication syndrome
Orphanet:444463	Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome
Orphanet:66629	Goldberg-Shprintzen megacolon syndrome
Orphanet:139450	Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome
Orphanet:95496	Pituitary stalk interruption syndrome
Orphanet:2429	Macrocephaly-spastic paraplegia-dysmorphism syndrome
Orphanet:2287	Fused mandibular incisors
Orphanet:89841	Centripetalis recessive dystrophic epidermolysis bullosa
Orphanet:1556	Cutis marmorata telangiectatica congenita
Orphanet:1715	Trisomy 18p
Orphanet:79241	Biotinidase deficiency
Orphanet:1436	Skeletal dysplasia-intellectual disability syndrome
Orphanet:251274	Familial hyperaldosteronism type III
Orphanet:505	Graham Little-Piccardi-Lassueur syndrome
Orphanet:98797	Isochromosomy Yp
Orphanet:823	Isolated spina bifida
Orphanet:2004	Laryngotracheoesophageal cleft
Orphanet:1358	Carey-Fineman-Ziter  syndrome
Orphanet:1598	Monosomy 18p
Orphanet:3055	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome
Orphanet:238459	SLC35A1-CDG
Orphanet:275761	Lysosomal acid lipase deficiency
Orphanet:3424	Velo-facial-skeletal syndrome
Orphanet:884	Tetrasomy 12p
Orphanet:220402	Limited cutaneous systemic sclerosis
Orphanet:1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome
