orphanet_code	orphanet_term	orphanet_gene_id	gene_orphanumber	gene_name	gene_type	gene_symbol	dga_type	dga_status
DOID:14768	Saethre-Chotzen syndrome	16047	121815	fibroblast growth factor receptor 3	gene with protein product	FGFR3	Candidate gene tested in	Not yet assessed
DOID:14768	Saethre-Chotzen syndrome	16664	132262	fibroblast growth factor receptor 2	gene with protein product	FGFR2	Candidate gene tested in	Not yet assessed
DOID:3852	Peutz-Jeghers syndrome	15565	119884	serine/threonine kinase 11	gene with protein product	STK11	Disease-causing germline mutation(s) in	Assessed
DOID:14515	WAGR syndrome	15367	119027	brain derived neurotrophic factor	gene with protein product	BDNF	Modifying germline mutation in	Assessed
DOID:14515	WAGR syndrome	15731	120549	Wilms tumor 1	gene with protein product	WT1	Role in the phenotype of	Assessed
DOID:14515	WAGR syndrome	16612	124094	paired box 6	gene with protein product	PAX6	Role in the phenotype of	Assessed
DOID:905	Zellweger syndrome	15175	118174	peroxisomal biogenesis factor 2	gene with protein product	PEX2	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16637	124189	peroxisomal biogenesis factor 1	gene with protein product	PEX1	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16638	124191	peroxisomal biogenesis factor 10	gene with protein product	PEX10	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16639	124194	peroxisomal biogenesis factor 12	gene with protein product	PEX12	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16640	124196	peroxisomal biogenesis factor 13	gene with protein product	PEX13	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16641	124198	peroxisomal biogenesis factor 14	gene with protein product	PEX14	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16642	124200	peroxisomal biogenesis factor 16	gene with protein product	PEX16	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16643	124202	peroxisomal biogenesis factor 19	gene with protein product	PEX19	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16644	124206	peroxisomal biogenesis factor 26	gene with protein product	PEX26	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16645	124209	peroxisomal biogenesis factor 3	gene with protein product	PEX3	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16646	124211	peroxisomal biogenesis factor 5	gene with protein product	PEX5	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	16647	124215	peroxisomal biogenesis factor 6	gene with protein product	PEX6	Disease-causing germline mutation(s) in	Assessed
DOID:905	Zellweger syndrome	21571	317370	peroxisomal biogenesis factor 11 beta	gene with protein product	PEX11B	Disease-causing germline mutation(s) in	Assessed
DOID:1386	Abetalipoproteinemia	16487	123576	microsomal triglyceride transfer protein	gene with protein product	MTTP	Disease-causing germline mutation(s) in	Assessed
DOID:2935	Chédiak-Higashi syndrome	16419	123318	lysosomal trafficking regulator	gene with protein product	LYST	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:2339	Crouzon disease	16664	132262	fibroblast growth factor receptor 2	gene with protein product	FGFR2	Disease-causing germline mutation(s) (gain of function) in	Assessed
DOID:2339	Crouzon disease	22034	332108	ETS2 repressor factor	gene with protein product	ERF	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:6457	Cowden syndrome	15093	117820	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	gene with protein product	PIK3CA	Disease-causing germline mutation(s) (gain of function) in	Assessed
DOID:6457	Cowden syndrome	15166	118128	phosphatase and tensin homolog	gene with protein product	PTEN	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:6457	Cowden syndrome	15262	118554	succinate dehydrogenase complex iron sulfur subunit B	gene with protein product	SDHB	Disease-causing germline mutation(s) in	Assessed
DOID:6457	Cowden syndrome	15263	118558	succinate dehydrogenase complex subunit C	gene with protein product	SDHC	Disease-causing germline mutation(s) in	Assessed
DOID:6457	Cowden syndrome	15264	118561	succinate dehydrogenase complex subunit D	gene with protein product	SDHD	Disease-causing germline mutation(s) in	Assessed
DOID:6457	Cowden syndrome	18492	205932	Sec23 homolog B, coat complex II component	gene with protein product	SEC23B	Disease-causing germline mutation(s) in	Assessed
DOID:6457	Cowden syndrome	20544	281472	AKT serine/threonine kinase 1	gene with protein product	AKT1	Disease-causing germline mutation(s) (gain of function) in	Assessed
DOID:6457	Cowden syndrome	21874	326886	killin, p53-regulated DNA replication inhibitor	gene with protein product	KLLN	Disease-causing germline mutation(s) in	Assessed
DOID:3783	Coffin-Lowry syndrome	15231	118405	ribosomal protein S6 kinase A3	gene with protein product	RPS6KA3	Disease-causing germline mutation(s) in	Assessed
DOID:0060705	X-linked lymphoproliferative disease	15286	118679	SH2 domain containing 1A	gene with protein product	SH2D1A	Disease-causing germline mutation(s) in	Assessed
DOID:0060705	X-linked lymphoproliferative disease	16830	138732	X-linked inhibitor of apoptosis	gene with protein product	XIAP	Disease-causing germline mutation(s) in	Assessed
DOID:1858	McCune-Albright syndrome	16147	122194	GNAS complex locus	gene with protein product	GNAS	Disease-causing somatic mutation(s) in	Assessed
DOID:1838	Menkes disease	15329	118879	ATPase copper transporting alpha	gene with protein product	ATP7A	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0050592	Jeune syndrome	17468	160278	intraflagellar transport 80	gene with protein product	IFT80	Disease-causing germline mutation(s) in	Assessed
DOID:0050592	Jeune syndrome	18357	183938	dynein cytoplasmic 2 heavy chain 1	gene with protein product	DYNC2H1	Disease-causing germline mutation(s) in	Assessed
DOID:0050592	Jeune syndrome	19838	260351	tetratricopeptide repeat domain 21B	gene with protein product	TTC21B	Disease-causing germline mutation(s) in	Assessed
DOID:0050592	Jeune syndrome	20667	285468	WD repeat domain 19	gene with protein product	WDR19	Disease-causing germline mutation(s) in	Assessed
DOID:0050592	Jeune syndrome	21155	302892	intraflagellar transport 140	gene with protein product	IFT140	Disease-causing germline mutation(s) in	Assessed
DOID:0050592	Jeune syndrome	22290	363310	WD repeat domain 60	gene with protein product	WDR60	Disease-causing germline mutation(s) in	Assessed
DOID:0050592	Jeune syndrome	22531	371219	intraflagellar transport 172	gene with protein product	IFT172	Disease-causing germline mutation(s) in	Assessed
DOID:0050592	Jeune syndrome	22549	371931	WD repeat domain 34	gene with protein product	WDR34	Disease-causing germline mutation(s) in	Assessed
DOID:0050592	Jeune syndrome	23142	422916	centrosomal protein 120	gene with protein product	CEP120	Disease-causing germline mutation(s) in	Assessed
DOID:0050592	Jeune syndrome	25061	474406	dynein cytoplasmic 2 light intermediate chain 1	gene with protein product	DYNC2LI1	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	15227	118388	retinitis pigmentosa GTPase regulator interacting protein 1	gene with protein product	RPGRIP1	Candidate gene tested in	Not yet assessed
DOID:0050778	Meckel syndrome	15433	119343	centrosomal protein 290	gene with protein product	CEP290	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	15629	120140	transmembrane protein 67	gene with protein product	TMEM67	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	16405	123253	Meckel syndrome, type 1	gene with protein product	MKS1	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	16985	140541	RPGRIP1 like	gene with protein product	RPGRIP1L	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	17353	159539	coiled-coil and C2 domain containing 2A	gene with protein product	CC2D2A	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	18961	221342	transmembrane protein 216	gene with protein product	TMEM216	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	19509	247155	WD repeat containing planar cell polarity effector	gene with protein product	WDPCP	Candidate gene tested in	Not yet assessed
DOID:0050778	Meckel syndrome	19840	260361	tectonic family member 2	gene with protein product	TCTN2	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	20293	270354	B9 domain containing 1	gene with protein product	B9D1	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	20400	279753	B9 protein domain 2	gene with protein product	B9D2	Disease-causing germline mutation(s) in	Assessed
DOID:0050778	Meckel syndrome	21736	321364	transmembrane protein 231	gene with protein product	TMEM231	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0050778	Meckel syndrome	22594	390741	centrosome and spindle pole associated protein 1	gene with protein product	CSPP1	Disease-causing germline mutation(s) in	Assessed
DOID:0110636	Congenital muscular dystrophy type 1A	16332	122961	laminin subunit alpha 2	gene with protein product	LAMA2	Disease-causing germline mutation(s) in	Assessed
DOID:12960	Apert syndrome	16664	132262	fibroblast growth factor receptor 2	gene with protein product	FGFR2	Disease-causing germline mutation(s) (gain of function) in	Assessed
DOID:0050990	Familial paroxysmal ataxia	15391	119129	calcium voltage-gated channel subunit alpha1 A	gene with protein product	CACNA1A	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:1699	Lamellar ichthyosis	15049	117620	ATP binding cassette subfamily A member 12	gene with protein product	ABCA12	Disease-causing germline mutation(s) in	Assessed
DOID:1699	Lamellar ichthyosis	15502	119635	arachidonate 12-lipoxygenase, 12R type	gene with protein product	ALOX12B	Disease-causing germline mutation(s) in	Assessed
DOID:1699	Lamellar ichthyosis	15503	119637	arachidonate lipoxygenase 3	gene with protein product	ALOXE3	Disease-causing germline mutation(s) in	Assessed
DOID:1699	Lamellar ichthyosis	15613	120076	transglutaminase 1	gene with protein product	TGM1	Disease-causing germline mutation(s) in	Assessed
DOID:1699	Lamellar ichthyosis	17438	160003	cytochrome P450 family 4 subfamily F member 22	gene with protein product	CYP4F22	Disease-causing germline mutation(s) in	Assessed
DOID:1699	Lamellar ichthyosis	18969	223546	NIPA like domain containing 4	gene with protein product	NIPAL4	Disease-causing germline mutation(s) in	Assessed
DOID:1699	Lamellar ichthyosis	20102	264501	lipase family member N	gene with protein product	LIPN	Disease-causing germline mutation(s) in	Assessed
DOID:0110785	X-linked spastic paraplegia type 34	18154	180324	spastic paraplegia 34 (autosomal dominant)	locus	SPG34	Disease-causing germline mutation(s) in	Assessed
DOID:0060231	Bruck syndrome	15110	117892	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	gene with protein product	PLOD2	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0060231	Bruck syndrome	19231	233035	FK506 binding protein 10	gene with protein product	FKBP10	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0110788	Autosomal dominant spastic paraplegia type 37	18130	180240	spastic paraplegia 37 (autosomal dominant)	locus	SPG37	Disease-causing germline mutation(s) in	Assessed
DOID:0110789	Autosomal dominant spastic paraplegia type 38	18132	180245	spastic paraplegia 38 (autosomal dominant, Silver syndrome)	locus	SPG38	Disease-causing germline mutation(s) in	Assessed
DOID:0110783	Autosomal recessive spastic paraplegia type 32	18151	180318	spastic paraplegia 32 (autosomal recessive)	locus	SPG32	Disease-causing germline mutation(s) in	Assessed
DOID:0110786	Autosomal recessive spastic paraplegia type 35	18006	178127	fatty acid 2-hydroxylase	gene with protein product	FA2H	Disease-causing germline mutation(s) in	Assessed
DOID:11725	Cornelia de Lange syndrome	15527	119743	structural maintenance of chromosomes 1A	gene with protein product	SMC1A	Disease-causing germline mutation(s) in	Assessed
DOID:11725	Cornelia de Lange syndrome	16548	123789	NIPBL, cohesin loading factor	gene with protein product	NIPBL	Disease-causing germline mutation(s) in	Assessed
DOID:11725	Cornelia de Lange syndrome	16795	138480	structural maintenance of chromosomes 3	gene with protein product	SMC3	Disease-causing germline mutation(s) in	Assessed
DOID:11725	Cornelia de Lange syndrome	20779	290272	histone deacetylase 8	gene with protein product	HDAC8	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:11725	Cornelia de Lange syndrome	21189	304234	RAD21 cohesin complex component	gene with protein product	RAD21	Disease-causing germline mutation(s) in	Assessed
DOID:9164	Idiopathic achalasia	16829	138728	major histocompatibility complex, class II, DQ alpha 1	gene with protein product	HLA-DQA1	Major susceptibility factor in	Assessed
DOID:9164	Idiopathic achalasia	18703	211008	major histocompatibility complex, class II, DQ beta 1	gene with protein product	HLA-DQB1	Major susceptibility factor in	Assessed
DOID:9164	Idiopathic achalasia	23220	426568	nitric oxide synthase 1	gene with protein product	NOS1	Disease-causing germline mutation(s) in	Assessed
DOID:0060436	22q11.2 microduplication syndrome	15584	119953	T-box 1	gene with protein product	TBX1	Role in the phenotype of	Assessed
DOID:0060769	Alymphoid cystic thymic dysgenesis	18346	183879	forkhead box N1	gene with protein product	FOXN1	Disease-causing germline mutation(s) in	Assessed
DOID:1791	Primary peritoneal carcinoma	15377	119068	BRCA1, DNA repair associated	gene with protein product	BRCA1	Major susceptibility factor in	Assessed
DOID:0050884	Triose phosphate-isomerase deficiency	15646	120218	triosephosphate isomerase 1	gene with protein product	TPI1	Disease-causing germline mutation(s) in	Assessed
DOID:2734	Darier disease	15324	118844	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	gene with protein product	ATP2A2	Disease-causing germline mutation(s) in	Assessed
DOID:1925	Coffin-Siris syndrome	15526	119735	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	gene with protein product	SMARCB1	Disease-causing germline mutation(s) in	Assessed
DOID:1925	Coffin-Siris syndrome	18993	225351	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	gene with protein product	SMARCA4	Disease-causing germline mutation(s) in	Assessed
DOID:1925	Coffin-Siris syndrome	20833	293095	AT-rich interaction domain 1B	gene with protein product	ARID1B	Disease-causing germline mutation(s) in	Assessed
DOID:1925	Coffin-Siris syndrome	20834	293103	AT-rich interaction domain 1A	gene with protein product	ARID1A	Disease-causing germline mutation(s) in	Assessed
