hp_code	hp_term	mesh_code	mesh_term
HP:3000010	Abnormality of orbicularis oris muscle	NA	NA
HP:0002435	Meningocele	NA	NA
HP:0006097	3-4 finger syndactyly	NA	NA
HP:0003086	Acromesomelia	NA	NA
HP:0002194	Delayed gross motor development	NA	NA
HP:0006202	Osteolysis of scaphoids	NA	NA
HP:0005162	Left ventricular failure	NA	NA
HP:0000889	Abnormality of the clavicle	NA	NA
HP:0100647	Graves disease	D006111	Disease, Graves
HP:0004820	Acute myelomonocytic leukemia	D015479	Acute Myelomonocytic Leukemia
HP:0007457	Prominent veins on trunk	NA	NA
HP:0008072	Maternal virilization in pregnancy	NA	NA
HP:0100853	Hypoplastic areola	NA	NA
HP:0007289	Limb fasciculations	NA	NA
HP:0002263	Exaggerated cupid's bow	NA	NA
HP:0012465	Elevated hepatic iron concentration	NA	NA
HP:0004370	Abnormality of temperature regulation	NA	NA
HP:0005019	Diaphyseal thickening	NA	NA
HP:0011787	Central hypothyroidism	NA	NA
HP:0002323	Anencephaly	NA	NA
HP:0000246	Sinusitis	D012852	Sinusitides
HP:0008993	Increased intraabdominal fat	NA	NA
HP:0002579	Gastrointestinal dysmotility	NA	NA
HP:0100703	Tongue thrusting	NA	NA
HP:0009792	Teratoma	NA	NA
HP:0007646	Absent lower eyelashes	NA	NA
HP:0009027	Foot dorsiflexor weakness	NA	NA
HP:0006735	Renal cortical adenoma	NA	NA
HP:0005180	Tricuspid regurgitation	D014262	Incompetence, Tricuspid Valve
HP:0001821	Broad nail	NA	NA
HP:0400000	Tall chin	NA	NA
HP:0008430	Anterior beaking of lumbar vertebrae	NA	NA
HP:0030215	Inappropriate crying	NA	NA
HP:0005987	Multinodular goiter	NA	NA
HP:0011611	Interrupted aortic arch	NA	NA
HP:0000962	Hyperkeratosis	NA	NA
HP:0000041	Chordee	NA	NA
HP:0002913	Myoglobinuria	D009212	Myoglobinurias
HP:0000063	Fused labia minora	NA	NA
HP:0000820	Abnormality of the thyroid gland	D013959	Thyroid Disease
HP:0011073	Abnormality of dental color	NA	NA
HP:0002121	Absence seizures	NA	NA
HP:0003477	Peripheral axonal neuropathy	NA	NA
HP:0008368	Tarsal synostosis	NA	NA
HP:0002958	Immune dysregulation	NA	NA
HP:0000509	Conjunctivitis	NA	NA
HP:0011735	Adrenocorticotropin deficient adrenal insufficiency	NA	NA
HP:0100596	Absent nares	NA	NA
HP:0004099	Macrodactyly	C562546	Megalodactyly
HP:0010799	Pinealoma	NA	NA
HP:0011752	Neoplasm of the posterior pituitary	NA	NA
HP:0012145	Abnormality of multiple cell lineages in the bone marrow	NA	NA
HP:0000498	Blepharitis	D001762	Blepharitides
HP:0002516	Increased intracranial pressure	D019586	ICP, Elevated (Intracranial Pressure)
HP:0100727	Histiocytosis	D015614	Histiocytoses
HP:0002234	Early balding	NA	NA
HP:0010761	Broad columella	NA	NA
HP:0000300	Oval face	NA	NA
HP:0001562	Oligohydramnios	NA	NA
HP:0002841	Recurrent fungal infections	NA	NA
HP:0002308	Arnold-Chiari malformation	NA	NA
HP:0000935	Thickened cortex of long bones	NA	NA
HP:0003720	Generalized muscle hypertrophy	NA	NA
HP:0001094	Iridocyclitis	D015863	Iridocyclitides
HP:0000646	Amblyopia	NA	NA
HP:0007641	Dyschromatopsia	NA	NA
HP:0010734	Fibrous dysplasia of the bones	D005357	Bone Fibrous Dysplasias
HP:0100658	Cellulitis	NA	NA
HP:0000104	Renal agenesis	NA	NA
HP:0012027	Laryngeal edema	D007819	Laryngeal Edemas
HP:0002639	Budd-Chiari syndrome	NA	NA
HP:0008453	Congenital kyphoscoliosis	NA	NA
HP:0100258	Preaxial polydactyly	NA	NA
HP:0002148	Hypophosphatemia	D017674	Hypophosphatemias
HP:0007185	Loss of consciousness	D014474	Unconscious States
HP:0000368	Low-set, posteriorly rotated ears	NA	NA
HP:0100580	Barrett esophagus	NA	NA
HP:0000678	Dental crowding	NA	NA
HP:0000630	Abnormality of retinal arteries	NA	NA
HP:0007930	Prominent epicanthal folds	NA	NA
HP:0003021	Metaphyseal cupping	NA	NA
HP:0000762	Decreased nerve conduction velocity	NA	NA
HP:0001593	Maxillary lateral incisor microdontia	NA	NA
HP:0007993	Malformed lacrimal ducts	NA	NA
HP:0000946	Hypoplastic ilia	NA	NA
HP:0010772	Anomalous pulmonary venous return	D012587	Anomaly, Scimitar
HP:0011497	Iris neovascularization	NA	NA
HP:0100581	Megacalicosis	NA	NA
HP:0000677	Oligodontia	NA	NA
HP:0010049	Short metacarpal	NA	NA
HP:0011990	Abnormality of neutrophil physiology	NA	NA
HP:0030680	Abnormality of cardiovascular system morphology	NA	NA
HP:0008775	Abnormality of the prostate	NA	NA
HP:0000269	Prominent occiput	NA	NA
HP:0006596	Restricted chest movement	NA	NA
HP:0009732	Plexiform neurofibroma	D018318	Pachydermatoceles
HP:0001513	Obesity	D009765	Obesity
HP:0002480	Hepatic encephalopathy	NA	NA
HP:0002472	Small cerebral cortex	NA	NA
HP:0006239	Shortening of all middle phalanges of the toes	NA	NA
HP:0004445	Elliptocytosis	NA	NA
HP:0010653	Abnormality of the falx cerebri	NA	NA
HP:0002594	Pancreatic hypoplasia	NA	NA
HP:0100259	Postaxial polydactyly	NA	NA
HP:0002315	Headache	NA	NA
HP:0009471	Contracture of the proximal interphalangeal joint of the 3rd finger	NA	NA
HP:0000870	Prolactin excess	D006966	Secretion, Inappropriate Prolactin
HP:0002014	Diarrhea	D003967	Diarrheas
HP:0008225	Thyroid follicular hyperplasia	NA	NA
HP:0001615	Hoarse cry	NA	NA
HP:0000996	Facial capillary hemangioma	NA	NA
HP:0200040	Epidermoid cyst	NA	NA
HP:0012364	Decreased urinary potassium	NA	NA
HP:0006505	Abnormality of limb epiphysis morphology	NA	NA
HP:0001636	Tetralogy of Fallot	D013771	Tetralogy, Fallot
HP:0003713	Muscle fiber necrosis	NA	NA
HP:0001987	Hyperammonemia	D022124	Hyperammonemia
HP:0005868	Metaphyseal enchondromatosis	NA	NA
HP:0002916	Abnormality of chromosome segregation	NA	NA
HP:0012598	Abnormal urine potassium concentration	NA	NA
HP:0004794	Malrotation of small bowel	NA	NA
HP:0006783	Posterior pharyngeal cleft	NA	NA
HP:0002036	Hiatus hernia	NA	NA
HP:0002974	Radioulnar synostosis	C562408	Radioulnar Synostosis
HP:0011910	Shortening of all phalanges of fingers	NA	NA
HP:0001880	Eosinophilia	NA	NA
HP:0000278	Retrognathia	NA	NA
HP:0003029	Enlargement of the ankles	NA	NA
HP:0007373	Motor neuron atrophy	NA	NA
HP:0002356	Writer's cramp	NA	NA
HP:0000012	Urinary urgency	NA	NA
HP:0012646	Retractile testis	NA	NA
HP:0000110	Renal dysplasia	NA	NA
HP:0100242	Sarcoma	NA	NA
HP:0012514	Lower limb pain	NA	NA
HP:0010978	Abnormality of immune system physiology	NA	NA
HP:0100626	Chronic hepatic failure	NA	NA
HP:0004783	Duodenal polyposis	NA	NA
HP:0009701	Metacarpal synostosis	NA	NA
HP:0004810	Congenital hypoplastic anemia	NA	NA
HP:0008519	Abnormality of the coccyx	NA	NA
HP:0000017	Nocturia	D053158	Nocturia
HP:0005609	Gallbladder dysfunction	NA	NA
HP:0005976	Hyperkalemic metabolic acidosis	NA	NA
HP:0010511	Long toe	NA	NA
HP:0007863	Retinal lesions	NA	NA
HP:0011628	Congenital defect of the pericardium	NA	NA
HP:0011974	Myelofibrosis	NA	NA
HP:0001000	Abnormality of skin pigmentation	NA	NA
HP:0001884	Talipes calcaneovalgus	NA	NA
HP:0012334	Extrahepatic cholestasis	D001651	Extrahepatic Biliary Stasis
HP:0000716	Depression	NA	NA
HP:0007271	Occipital myelomeningocele	NA	NA
HP:0002923	Rheumatoid factor positive	NA	NA
HP:0002329	Drowsiness	NA	NA
HP:0040217	Elevated hemoglobin A1c	NA	NA
HP:0002283	Global brain atrophy	NA	NA
HP:0002488	Acute leukemia	NA	NA
HP:0000707	Abnormality of the nervous system	NA	NA
HP:0001830	Postaxial foot polydactyly	NA	NA
HP:0004054	Sclerosis of hand bone	NA	NA
HP:0000831	Insulin-resistant diabetes mellitus	NA	NA
HP:0000648	Optic atrophy	D009896	Atrophy, Optic
HP:0001942	Metabolic acidosis	NA	NA
HP:0007009	Central nervous system degeneration	NA	NA
HP:0008211	Parathyroid agenesis	C563238	Parathyroid Glands, Agenesis Of
HP:0100874	Thick hair	NA	NA
HP:0002786	Tracheobronchomalacia	D055089	Williams Campbell Syndrome
HP:0000171	Microglossia	NA	NA
HP:0011677	Tetralogy of Fallot with atrioventricular canal defect	NA	NA
HP:0200029	Vasculitis in the skin	NA	NA
HP:0002247	Duodenal atresia	NA	NA
HP:0001998	Neonatal hypoglycemia	NA	NA
HP:0005340	Spastic/hyperactive bladder	NA	NA
HP:0012548	Fatty replacement of skeletal muscle	NA	NA
HP:0002079	Hypoplasia of the corpus callosum	NA	NA
HP:0002595	Ileus	D045823	Ileus
HP:0009733	Glioma	NA	NA
HP:0040186	Maculopapular exanthema	NA	NA
HP:0011755	Ectopic posterior pituitary	NA	NA
HP:0011276	Vascular skin abnormality	NA	NA
HP:0005600	Congenital giant melanocytic nevus	C536819	Giant pigmented hairy nevus
HP:0009466	Radial deviation of finger	NA	NA
HP:0011301	Absent foot	NA	NA
HP:0011869	Abnormal platelet function	NA	NA
HP:0000150	Gonadoblastoma	D018238	Gonadoblastomas
HP:0000160	Narrow mouth	D008865	Microstomias
HP:0006650	Thickening of the lateral border of the scapula	NA	NA
HP:0008609	Morphological abnormality of the middle ear	NA	NA
HP:0007695	Abnormal pupillary light reflex	NA	NA
HP:0002076	Migraine	NA	NA
HP:0010112	Mesoaxial foot polydactyly	NA	NA
HP:0010689	Mirror image polydactyly	NA	NA
HP:0009725	Bladder neoplasm	NA	NA
HP:0002060	Abnormality of the cerebrum	NA	NA
HP:0100515	Pollakisuria	NA	NA
HP:0007776	Sparse lower eyelashes	NA	NA
HP:0100559	Lower limb asymmetry	D007870	Inequality, Leg Length
HP:0012743	Abdominal obesity	NA	NA
HP:0002555	Absent pubic hair	NA	NA
HP:0002921	Abnormality of the cerebrospinal fluid	NA	NA
HP:0008392	Subungual hyperkeratosis	NA	NA
HP:0008410	Subungual hyperkeratotic fragments	NA	NA
HP:0004859	Amegakaryocytic thrombocytopenia	NA	NA
HP:0002607	Bowel incontinence	D005242	Incontinences, Fecal
HP:0012724	Upper eyelid edema	NA	NA
HP:0000504	Abnormality of vision	NA	NA
HP:0000491	Keratitis	D007634	Keratitides
HP:0003306	Spinal rigidity	NA	NA
HP:0004618	Sandwich appearance of vertebral bodies	NA	NA
HP:0001698	Pericardial effusion	NA	NA
HP:0001251	Ataxia	NA	NA
HP:0100682	Tracheal atresia	NA	NA
HP:0002880	Respiratory difficulties	D004417	Breathlessnesses
HP:0012143	Abnormality of cells of the megakaryocyte lineage	NA	NA
HP:0002955	Granulomatosis	NA	NA
HP:0003573	Increased total bilirubin	NA	NA
HP:0000506	Telecanthus	C562941	Telecanthus
HP:0004987	Mesomelic leg shortening	NA	NA
HP:0003182	Shallow acetabular fossae	NA	NA
HP:0002401	Stroke-like episodes	NA	NA
HP:0000634	Impaired ocular abduction	NA	NA
HP:0008255	Transient neonatal diabetes mellitus	NA	NA
HP:0002071	Abnormality of extrapyramidal motor function	NA	NA
HP:0000026	Male hypogonadism	NA	NA
HP:0002813	Abnormality of limb bone morphology	NA	NA
HP:0001642	Pulmonic stenosis	NA	NA
HP:0030088	Increased testosterone	NA	NA
HP:0011034	Amyloidosis	D000686	Amyloidoses
HP:0008619	Bilateral sensorineural hearing impairment	NA	NA
HP:0000049	Shawl scrotum	NA	NA
HP:0001645	Sudden cardiac death	NA	NA
HP:0000723	Restrictive behavior	NA	NA
HP:0012870	Vanishing testis	NA	NA
HP:0002744	Bilateral cleft lip and palate	NA	NA
HP:0007987	Progressive visual field defects	NA	NA
HP:0030212	Collectionism	NA	NA
HP:0004397	Ectopic anus	NA	NA
HP:0007052	Multifocal cerebral white matter abnormalities	NA	NA
HP:0001744	Splenomegaly	D013163	Spleen, Enlarged
HP:0000479	Abnormality of the retina	NA	NA
HP:0100711	Abnormality of the thoracic spine	NA	NA
HP:0100570	Carcinoid tumor	NA	NA
HP:0010956	Fetal megacystis	NA	NA
HP:0002984	Hypoplasia of the radius	NA	NA
HP:0000482	Microcornea	NA	NA
HP:0011875	Abnormal platelet morphology	NA	NA
HP:0001098	Abnormality of the fundus	NA	NA
HP:0005299	Premature peripheral vascular disease	NA	NA
HP:0000974	Hyperextensible skin	NA	NA
HP:0006779	Alveolar rhabdomyosarcoma	D018232	Alveolar Rhabdomyosarcoma
HP:0004295	Abnormality of the gastric mucosa	NA	NA
HP:0000518	Cataract	NA	NA
HP:0000830	Anterior hypopituitarism	NA	NA
HP:0012213	Decreased glomerular filtration rate	NA	NA
HP:0010791	Hyperplasia of the Leydig cells	NA	NA
HP:0011251	Underdeveloped antitragus	NA	NA
HP:0007410	Palmoplantar hyperhidrosis	C563185	Hyperhidrosis Palmaris Et Plantaris
HP:0002191	Progressive spasticity	NA	NA
HP:0012464	Decreased transferrin saturation	NA	NA
HP:0100315	Lewy bodies	NA	NA
HP:0011852	Chylopericardium	NA	NA
HP:0003189	Long nose	NA	NA
HP:0001399	Hepatic failure	D017093	Liver Failure
HP:0006429	Broad femoral neck	NA	NA
HP:0001609	Hoarse voice	NA	NA
HP:0010783	Erythema	D004890	Erythemas
HP:0011001	Increased bone mineral density	D010026	Osteoscleroses
HP:0000463	Anteverted nares	NA	NA
HP:0006719	Benign gastrointestinal tract tumors	NA	NA
HP:0002155	Hypertriglyceridemia	NA	NA
HP:0007946	Unilateral narrow palpebral fissure	NA	NA
HP:0002135	Basal ganglia calcification	NA	NA
HP:0006420	Asymmetric radial dysplasia	NA	NA
HP:0003202	Skeletal muscle atrophy	NA	NA
HP:0008191	Thyroid agenesis	NA	NA
HP:0005665	Massively thickened long bone cortices	NA	NA
HP:0004432	Agammaglobulinemia	NA	NA
HP:0010047	Short 5th metacarpal	NA	NA
HP:0011107	Recurrent aphthous stomatitis	NA	NA
HP:0010639	Elevated alkaline phosphatase of bone origin	NA	NA
HP:0008070	Sparse hair	NA	NA
HP:0000970	Anhidrosis	NA	NA
HP:0100814	Blue nevus	NA	NA
HP:0008231	Macronodular adrenal hyperplasia	NA	NA
HP:0200115	Scalp hair loss	NA	NA
HP:0001300	Parkinsonism	NA	NA
HP:0001231	Abnormality of the fingernails	NA	NA
HP:0005831	Type B brachydactyly	C566196	Brachydactyly, Type B1
HP:0001129	Large central visual field defect	NA	NA
HP:0007900	Hypoplastic lacrimal duct	NA	NA
HP:0000347	Micrognathia	NA	NA
HP:0003351	Decreased circulating renin level	NA	NA
HP:0008391	Dystrophic fingernails	NA	NA
HP:0002717	Adrenal overactivity	NA	NA
HP:0004894	Laryngotracheal stenosis	NA	NA
HP:0040199	Flat midface	NA	NA
HP:0010739	Osteopoikilosis	D010023	Osteopoikiloses
HP:0003084	Fractures of the long bones	NA	NA
HP:0001370	Rheumatoid arthritis	D001172	Arthritis, Rheumatoid
HP:0000854	Thyroid adenoma	NA	NA
HP:0200064	Asymmetry of iris pigmentation	C538115	Heterochromia iridis
HP:0003312	Abnormal form of the vertebral bodies	NA	NA
HP:0005150	Abnormal atrioventricular conduction	NA	NA
HP:0005250	High intestinal obstruction	NA	NA
HP:0011867	Abnormality of the wing of the ilium	NA	NA
HP:0006462	Generalized bone demineralization	NA	NA
HP:0100593	Calcification of cartilage	NA	NA
HP:0004617	Butterfly vertebral arch	NA	NA
HP:0002331	Recurrent paroxysmal headache	NA	NA
HP:0007465	Honeycomb palmoplantar keratoderma	NA	NA
HP:0003367	Abnormality of the femoral neck	NA	NA
HP:0004625	Biconvex vertebral bodies	NA	NA
HP:0007488	Diffuse skin atrophy	NA	NA
HP:0008586	Hypoplasia of the cochlea	NA	NA
HP:0100326	Immunologic hypersensitivity	NA	NA
HP:0000614	Abnormality of the nasolacrimal system	NA	NA
HP:0010676	Mechanical ileus	NA	NA
HP:0001373	Joint dislocation	D004204	Dislocation
HP:0001281	Tetany	NA	NA
HP:0001763	Pes planus	NA	NA
HP:0011398	Central hypotonia	NA	NA
HP:0008668	Gonadal dysgenesis, male	NA	NA
HP:0009588	Vestibular Schwannoma	NA	NA
HP:0000656	Ectropion	D004483	Ectropions
HP:0010475	Cloacal exstrophy	NA	NA
HP:0011447	Hyposegmentation of neutrophil nuclei	NA	NA
HP:0002251	Aganglionic megacolon	NA	NA
HP:0012055	Ciliary body melanoma	NA	NA
HP:0007973	Retinal dysplasia	D015792	Retinal Dysplasias
HP:0008046	Abnormality of the retinal vasculature	NA	NA
HP:0007314	White matter neuronal heterotopia	NA	NA
HP:0003118	Increased circulating cortisol level	NA	NA
HP:0002144	Tethered cord	NA	NA
HP:0009064	Generalized lipodystrophy	NA	NA
HP:0005106	Abnormality of the vertebral endplates	NA	NA
HP:0000727	Frontal lobe dementia	NA	NA
HP:0000097	Focal segmental glomerulosclerosis	NA	NA
HP:0004791	Esophageal ulceration	NA	NA
HP:0010874	Tendon xanthomatosis	NA	NA
HP:0012375	Chemosis	NA	NA
HP:0000555	Leukocoria	NA	NA
HP:0000056	Abnormality of the clitoris	NA	NA
HP:0002633	Vasculitis	D014657	Vasculitides
HP:0012054	Choroidal melanoma	NA	NA
HP:0001885	Short 2nd toe	NA	NA
HP:0200026	Ocular pain	D058447	Pain, Eye
HP:0200035	Skin plaque	NA	NA
HP:0008615	Adult onset sensorineural hearing impairment	NA	NA
HP:0002139	Arrhinencephaly	NA	NA
HP:0007544	Piebaldism	D016116	Partial Albinism
HP:0001973	Autoimmune thrombocytopenia	NA	NA
HP:0011705	First degree atrioventricular block	NA	NA
HP:0006767	Pituitary prolactin cell adenoma	NA	NA
HP:0004348	Abnormality of bone mineral density	NA	NA
HP:0100601	Eclampsia	D004461	Eclampsias
HP:0002758	Osteoarthritis	NA	NA
HP:0100872	Abnormality of the plantar skin of foot	NA	NA
HP:0007435	Diffuse palmoplantar keratoderma	NA	NA
HP:0000023	Inguinal hernia	NA	NA
HP:0004442	Sagittal craniosynostosis	NA	NA
HP:0009755	Ankyloblepharon	NA	NA
HP:0008180	Mildly elevated creatine phosphokinase	NA	NA
HP:0000502	Abnormality of the conjunctiva	NA	NA
HP:0009606	Complete duplication of distal phalanx of the thumb	NA	NA
HP:0011297	Abnormality of digit	NA	NA
HP:0100645	Cystocele	NA	NA
HP:0000581	Blepharophimosis	D016569	Blepharophimoses
HP:0030053	Stiff skin	NA	NA
HP:0001268	Mental deterioration	NA	NA
HP:0012418	Hypoxemia	NA	NA
HP:0000288	Abnormality of the philtrum	NA	NA
HP:0000845	Growth hormone excess	NA	NA
HP:0002688	Absent frontal sinuses	NA	NA
HP:0011740	Glucocortocoid-insensitive primary hyperaldosteronism	NA	NA
HP:0002835	Aspiration	NA	NA
HP:0002616	Aortic root dilatation	NA	NA
HP:0003551	Difficulty climbing stairs	NA	NA
HP:0100736	Abnormality of the soft palate	NA	NA
HP:0000520	Proptosis	NA	NA
HP:0009921	Duane anomaly	NA	NA
HP:0100734	Abnormality of vertebral epiphysis morphology	NA	NA
HP:0002203	Respiratory paralysis	D012133	Respiratory Muscle Paralysis
HP:0030800	Abnormal visual accommodation	NA	NA
HP:0000118	Phenotypic abnormality	NA	NA
HP:0002672	Gastrointestinal carcinoma	NA	NA
HP:0001259	Coma	NA	NA
HP:0002172	Postural instability	NA	NA
HP:0002980	Femoral bowing	NA	NA
HP:0007618	Subcutaneous calcification	NA	NA
HP:0006376	Limited elbow flexion	NA	NA
HP:0002518	Abnormality of the periventricular white matter	NA	NA
HP:0008240	Secondary growth hormone deficiency	NA	NA
HP:0008344	Elevated plasma branched chain amino acids	NA	NA
HP:0009748	Large earlobe	NA	NA
HP:0005317	Increased pulmonary vascular resistance	NA	NA
HP:0000122	Unilateral renal agenesis	NA	NA
HP:0000752	Hyperactivity	NA	NA
HP:0000480	Retinal coloboma	NA	NA
HP:0002538	Abnormality of the cerebral cortex	NA	NA
HP:0008684	Aplasia/hypoplasia of the uterus	NA	NA
HP:0040166	Abnormality of the periosteum	NA	NA
HP:0010614	Fibroma	NA	NA
HP:0001595	Abnormality of the hair	NA	NA
HP:0100725	Lichenification	NA	NA
HP:0008465	Absent vertebrae	NA	NA
HP:0005111	Dilatation of the ascending aorta	NA	NA
HP:0010034	Short 1st metacarpal	NA	NA
HP:0002863	Myelodysplasia	NA	NA
HP:0100643	Abnormality of nail color	NA	NA
HP:0003038	Fibular hypoplasia	NA	NA
HP:0001881	Abnormality of leukocytes	NA	NA
HP:0008163	Decreased circulating cortisol level	NA	NA
HP:0000199	Tongue nodules	NA	NA
HP:0000293	Full cheeks	NA	NA
HP:0010818	Generalized tonic seizures	NA	NA
HP:0001284	Areflexia	NA	NA
HP:0011359	Dry hair	NA	NA
HP:0005177	Premature arteriosclerosis	NA	NA
HP:0030349	Decreased circulating androgen level	NA	NA
HP:0006184	Decreased palmar creases	NA	NA
HP:0030048	Colpocephaly	C535973	Colpocephaly
HP:0009656	Symphalangism of the thumb	NA	NA
HP:0001131	Corneal dystrophy	NA	NA
HP:0002982	Tibial bowing	NA	NA
HP:0000019	Urinary hesitancy	NA	NA
HP:0012185	Constrictive median neuropathy	NA	NA
HP:0007215	Periodic hyperkalemic paralysis	NA	NA
HP:0003127	Hypocalciuria	NA	NA
HP:0004993	Slender long bones with narrow diaphyses	NA	NA
HP:0030042	Incomplete ossification of pubis	NA	NA
HP:0011036	Abnormality of renal excretion	NA	NA
HP:0000921	Missing ribs	NA	NA
HP:0009912	Abnormality of the tragus	NA	NA
HP:0030355	Abnormal serum interferon-gamma level	NA	NA
HP:0002421	Poor head control	NA	NA
HP:0000058	Abnormality of the labia	NA	NA
HP:0004690	Thickened Achilles tendon	NA	NA
HP:0005212	Anal mucosal leukoplakia	NA	NA
HP:0012504	Abnormal size of pituitary gland	NA	NA
HP:0100668	Intestinal duplication	NA	NA
HP:0100778	Cryoglobulinemia	D003449	Cryoglobulinemias
HP:0100599	Bifid penis	NA	NA
HP:0100247	Recurrent singultus	NA	NA
HP:0001171	Split hand	NA	NA
HP:0002812	Coxa vara	NA	NA
HP:0000014	Abnormality of the bladder	NA	NA
HP:0000100	Nephrotic syndrome	D009404	Syndrome, Nephrotic
HP:0002136	Broad-based gait	NA	NA
HP:0010571	Elevated levels of phytanic acid	NA	NA
HP:0008250	Infantile hypercalcemia	C562999	Hypercalcemia, Infantile
HP:0007570	Hyperkeratosis lenticularis perstans	C538377	Hyperkeratosis lenticularis perstans
HP:0007068	Inferior vermis hypoplasia	NA	NA
HP:0004382	Mitral valve calcification	NA	NA
HP:0000558	Rieger anomaly	NA	NA
HP:0008921	Neonatal short-limb short stature	NA	NA
HP:0004298	Abnormality of the abdominal wall	NA	NA
HP:0007370	Aplasia/Hypoplasia of the corpus callosum	NA	NA
HP:0200034	Papule	NA	NA
HP:0000546	Retinal degeneration	D012162	Retinal Degenerations
HP:0000871	Panhypopituitarism	C580003	Combined Pituitary Hormone Deficiency
HP:0000139	Uterine prolapse	NA	NA
HP:0003272	Abnormality of the hip bone	NA	NA
HP:0012642	Cerebellar agenesis	NA	NA
HP:0100335	Non-midline cleft lip	NA	NA
HP:0030006	Single fiber EMG abnormality	NA	NA
HP:0030195	Fatigable weakness of swallowing muscles	NA	NA
HP:0000733	Stereotypy	NA	NA
HP:0005307	Postural hypotension with compensatory tachycardia	NA	NA
HP:0005105	Abnormal nasal morphology	NA	NA
HP:0006110	Shortening of all middle phalanges of the fingers	NA	NA
HP:0005011	Mesomelic arm shortening	NA	NA
HP:0009536	Short 2nd finger	NA	NA
HP:0007042	Focal white matter lesions	NA	NA
HP:0012122	Anterior uveitis	NA	NA
HP:0007894	Hypopigmentation of the fundus	NA	NA
HP:0005793	Shortening of all distal phalanges of the toes	NA	NA
HP:0005487	Prominent metopic ridge	NA	NA
HP:0100641	Neoplasm of the adrenal cortex	NA	NA
HP:0002625	Deep venous thrombosis	NA	NA
